Evento;Reloj;RND Llegada EP;Tiempo entre llegadas EP;Proxima llegada EP;RND Llegada R;Tiempo entre llegadas R;Proxima llegada R;RND Llegada V;Tiempo entre llegadas V;Proxima llegada V;RND Llegada AE;Tiempo entre llegadas AE;Proxima llegada AE;RND Llegada P;Tiempo entre llegadas P;Proxima llegada P;RND fin EP;Tiempo atencion EP;Fin envio 1;Fin envio 2;Fin envio 3;RND fin R;Tiempo atencion R;Fin reclamo 1;Fin reclamo 2;Fin reclamo 3;RND fin V;Tiempo atencion V;Fin venta 1;Fin venta 2;RND fin AE;Tiempo atencion AE;Fin atencion 1;Fin atencion 2;RND fin P;Tiempo atencion P;Fin postal;EP COLA 1;EP Estado 1;EP COLA 2;EP Estado 2;EP COLA 3;EP Estado 3;R COLA 1;R Estado 1;R COLA 2;R Estado 2;R COLA 3;R Estado 3;V COLA 1;V Estado 1;V COLA 2;V Estado 2;AE COLA 1;AE Estado 1;AE COLA 2;AE Estado 2;P COLA 1;P Estado 1;AC tiempo espera EP;AC ocupacion EP;CANT EP;AC tiempo espera R;AC ocupacion R;CANT R;AC tiempo espera V;AC ocupacion V;CANT V;AC tiempo espera AE;AC ocupacion AE;CANT AE;AC tiempo espera P;AC ocupacion P;CANT P;Estado 1;HEspera 1;HAtencion 1;Estado 2;HEspera 2;HAtencion 2;Estado 3;HEspera 3;HAtencion 3;Estado 4;HEspera 4;HAtencion 4;Estado 5;HEspera 5;HAtencion 5;Estado 6;HEspera 6;HAtencion 6;Estado 7;HEspera 7;HAtencion 7;Estado 8;HEspera 8;HAtencion 8;Estado 9;HEspera 9;HAtencion 9;Estado 10;HEspera 10;HAtencion 10;Estado 11;HEspera 11;HAtencion 11;Estado 12;HEspera 12;HAtencion 12;Estado 13;HEspera 13;HAtencion 13;Estado 14;HEspera 14;HAtencion 14;Estado 15;HEspera 15;HAtencion 15;Estado 16;HEspera 16;HAtencion 16;Estado 17;HEspera 17;HAtencion 17;Estado 18;HEspera 18;HAtencion 18;Estado 19;HEspera 19;HAtencion 19;Estado 20;HEspera 20;HAtencion 20;Estado 21;HEspera 21;HAtencion 21;Estado 22;HEspera 22;HAtencion 22;Estado 23;HEspera 23;HAtencion 23;Estado 24;HEspera 24;HAtencion 24;Estado 25;HEspera 25;HAtencion 25;Estado 26;HEspera 26;HAtencion 26;Estado 27;HEspera 27;HAtencion 27;Estado 28;HEspera 28;HAtencion 28;Estado 29;HEspera 29;HAtencion 29;Estado 30;HEspera 30;HAtencion 30;Estado 31;HEspera 31;HAtencion 31;Estado 32;HEspera 32;HAtencion 32;Estado 33;HEspera 33;HAtencion 33
llegada_envio;59,54;0,32;0,92;60,46;0;0;66,38;0;0;63,07;0;0;77,03;0;0;59,98;0,94;16,88;76,42;0;0;0;0;66,23;65,9;65,56;0;0;60,29;0;0;0;59,95;0;0;0;115,14;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;7;Ocupado;12,97;86,01;15;55,89;130,44;18;146,32;94,29;36;0;19,42;4;26,54;40,79;1;SR3;0;51,33;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;58,8;EP;52,45;0;SE1;0;59,54;EP;7,44;0;SAE1;0;57,72;EP;33,51;0;Eliminado;0;56;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;SR2;0;40,23;SV1;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_AE1;59,95;0;0;60,46;0;0;66,38;0;0;63,07;0;0;77,03;0;0;59,98;0;0;76,42;0;0;0;0;66,23;65,9;65,56;0;0;60,29;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;7;Ocupado;12,97;86,01;15;55,89;130,44;18;146,32;94,29;36;0;21,64;5;26,54;40,79;1;SR3;0;51,33;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;58,8;EP;52,45;0;SE1;0;59,54;EP;7,44;0;Eliminado;0;57,72;EP;33,51;0;Eliminado;0;56;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;SR2;0;40,23;SV1;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_postales;59,98;0;0;60,46;0;0;66,38;0;0;63,07;0;0;77,03;0,67;8,31;68,29;0;0;76,42;0;0;0;0;66,23;65,9;65,56;0;0;60,29;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;8;Ocupado;12,97;86,01;15;55,89;130,44;18;146,32;94,29;36;0;21,64;5;26,54;40,79;1;SR3;0;51,33;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;58,8;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;Eliminado;0;56;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;SR2;0;40,23;SV1;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;60,29;0;0;60,46;0;0;66,38;0;0;63,07;0;0;77,03;0;0;68,29;0;0;76,42;0;0;0;0;66,23;65,9;65,56;0;0;0;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;8;Ocupado;12,97;86,01;15;55,89;130,44;18;146,32;96,28;37;0;21,64;5;26,54;40,79;1;SR3;0;51,33;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;58,8;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;Eliminado;0;56;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;SR2;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;60,46;0,9;5,52;65,98;0;0;66,38;0;0;63,07;0;0;77,03;0;0;68,29;0,82;10,28;76,42;70,74;0;0;0;66,23;65,9;65,56;0;0;0;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;8;Ocupado;12,97;86,01;15;55,89;130,44;18;146,32;96,28;37;0;21,64;5;26,54;40,79;1;SR3;0;51,33;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;58,8;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;SR2;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;63,07;0;0;65,98;0;0;66,38;0,32;0,77;63,84;0;0;77,03;0;0;68,29;0;0;76,42;70,74;0;0;0;66,23;65,9;65,56;0,05;0,17;63,24;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;8;Ocupado;12,97;86,01;15;55,89;130,44;18;146,32;96,28;37;0;21,64;5;26,54;40,79;1;SR3;0;51,33;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;58,8;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;SV1;0;63,07;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;SR2;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;63,24;0;0;65,98;0;0;66,38;0;0;63,84;0;0;77,03;0;0;68,29;0;0;76,42;70,74;0;0;0;66,23;65,9;65,56;0;0;0;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;8;Ocupado;12,97;86,01;15;55,89;130,44;18;146,32;96,45;38;0;21,64;5;26,54;40,79;1;SR3;0;51,33;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;58,8;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;Eliminado;0;63,07;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;SR2;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;63,84;0;0;65,98;0;0;66,38;0,89;4,41;68,25;0;0;77,03;0;0;68,29;0;0;76,42;70,74;0;0;0;66,23;65,9;65,56;0,23;0,87;64,71;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;8;Ocupado;12,97;86,01;15;55,89;130,44;18;146,32;96,45;38;0;21,64;5;26,54;40,79;1;SR3;0;51,33;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;58,8;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;SV1;0;63,84;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;SR2;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;64,71;0;0;65,98;0;0;66,38;0;0;68,25;0;0;77,03;0;0;68,29;0;0;76,42;70,74;0;0;0;66,23;65,9;65,56;0;0;0;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;8;Ocupado;12,97;86,01;15;55,89;130,44;18;146,32;97,32;39;0;21,64;5;26,54;40,79;1;SR3;0;51,33;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;58,8;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;Eliminado;0;63,84;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;SR2;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo3;65,56;0;0;65,98;0;0;66,38;0;0;68,25;0;0;77,03;0;0;68,29;0;0;76,42;70,74;0;0;0;66,23;65,9;0;0;0;0;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;8;Ocupado;12,97;86,01;15;55,89;144,66;19;146,32;97,32;39;0;21,64;5;26,54;40,79;1;Eliminado;0;51,33;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;58,8;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;Eliminado;0;63,84;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;SR2;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo2;65,9;0;0;65,98;0;0;66,38;0;0;68,25;0;0;77,03;0;0;68,29;0;0;76,42;70,74;0;0;0;66,23;0;0;0;0;0;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;8;Ocupado;12,97;86,01;15;55,89;170,33;20;146,32;97,32;39;0;21,64;5;26,54;40,79;1;Eliminado;0;51,33;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;58,8;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;Eliminado;0;63,84;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;Eliminado;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;65,98;0,47;1,52;67,5;0;0;66,38;0;0;68,25;0;0;77,03;0;0;68,29;0,14;0,9;76,42;70,74;66,88;0;0;66,23;0;0;0;0;0;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;8;Ocupado;12,97;86,01;15;55,89;170,33;20;146,32;97,32;39;0;21,64;5;26,54;40,79;1;SE3;0;65,98;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;58,8;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;Eliminado;0;63,84;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;Eliminado;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo1;66,23;0;0;67,5;0;0;66,38;0;0;68,25;0;0;77,03;0;0;68,29;0;0;76,42;70,74;66,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;8;Ocupado;12,97;86,01;15;55,89;177,76;21;146,32;97,32;39;0;21,64;5;26,54;40,79;1;SE3;0;65,98;EP;58,68;0;SP;0;45,01;EP;56,53;0;Eliminado;0;58,8;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;Eliminado;0;63,84;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;Eliminado;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;66,38;0;0;67,5;0,94;11,25;77,63;0;0;68,25;0;0;77,03;0;0;68,29;0;0;76,42;70,74;66,88;0,76;12,23;78,61;0;0;0;0;0;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;8;Ocupado;12,97;86,01;15;55,89;177,76;21;146,32;97,32;39;0;21,64;5;26,54;40,79;1;SE3;0;65,98;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;66,38;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;Eliminado;0;63,84;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;Eliminado;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio3;66,88;0;0;67,5;0;0;77,63;0;0;68,25;0;0;77,03;0;0;68,29;0;0;76,42;70,74;0;0;0;78,61;0;0;0;0;0;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;8;Ocupado;12,97;86,91;16;55,89;177,76;21;146,32;97,32;39;0;21,64;5;26,54;40,79;1;Eliminado;0;65,98;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;66,38;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;Eliminado;0;63,84;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;Eliminado;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;67,5;0,9;5,52;73,02;0;0;77,63;0;0;68,25;0;0;77,03;0;0;68,29;0,17;1,11;76,42;70,74;68,61;0;0;78,61;0;0;0;0;0;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;8;Ocupado;12,97;86,91;16;55,89;177,76;21;146,32;97,32;39;0;21,64;5;26,54;40,79;1;SE3;0;67,5;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;66,38;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;Eliminado;0;63,84;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;Eliminado;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;68,25;0;0;73,02;0;0;77,63;0,74;2,69;70,94;0;0;77,03;0;0;68,29;0;0;76,42;70,74;68,61;0;0;78,61;0;0;0,37;1,53;69,78;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;8;Ocupado;12,97;86,91;16;55,89;177,76;21;146,32;97,32;39;0;21,64;5;26,54;40,79;1;SE3;0;67,5;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;66,38;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;SV1;0;68,25;EP;28,61;0;EP;22,29;0;Eliminado;0;32,7;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;Eliminado;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_postales;68,29;0;0;73,02;0;0;77,63;0;0;70,94;0;0;77,03;0;0;68,29;0;0;76,42;70,74;68,61;0;0;78,61;0;0;0;0;69,78;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;9;Ocupado;12,97;86,91;16;55,89;177,76;21;146,32;97,32;39;0;21,64;5;26,54;40,79;1;SE3;0;67,5;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;66,38;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;SV1;0;68,25;EP;28,61;0;EP;22,29;0;EP;68,29;0;Eliminado;0;20,69;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;Eliminado;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_postales;68,29;0;0;73,02;0;0;77,63;0;0;70,94;0;0;77,03;0,65;7,87;76,16;0;0;76,42;70,74;68,61;0;0;78,61;0;0;0;0;69,78;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;10;Ocupado;12,97;86,91;16;55,89;177,76;21;146,32;97,32;39;0;21,64;5;26,54;40,79;1;SE3;0;67,5;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;66,38;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;SV1;0;68,25;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;Eliminado;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio3;68,61;0;0;73,02;0;0;77,63;0;0;70,94;0;0;77,03;0;0;76,16;0;0;76,42;70,74;0;0;0;78,61;0;0;0;0;69,78;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;10;Ocupado;12,97;88,01;17;55,89;177,76;21;146,32;97,32;39;0;21,64;5;26,54;40,79;1;Eliminado;0;67,5;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;66,38;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;SV1;0;68,25;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;Eliminado;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;69,78;0;0;73,02;0;0;77,63;0;0;70,94;0;0;77,03;0;0;76,16;0;0;76,42;70,74;0;0;0;78,61;0;0;0;0;0;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;10;Ocupado;12,97;88,01;17;55,89;177,76;21;146,32;98,85;40;0;21,64;5;26,54;40,79;1;Eliminado;0;67,5;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;66,38;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;60,46;Eliminado;0;68,25;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;Eliminado;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio2;70,74;0;0;73,02;0;0;77,63;0;0;70,94;0;0;77,03;0;0;76,16;0;0;76,42;0;0;0;0;78,61;0;0;0;0;0;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;10;Ocupado;12,97;98,29;18;55,89;177,76;21;146,32;98,85;40;0;21,64;5;26,54;40,79;1;Eliminado;0;67,5;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;66,38;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;Eliminado;0;60,46;Eliminado;0;68,25;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;Eliminado;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;70,94;0;0;73,02;0;0;77,63;0,78;3,02;73,96;0;0;77,03;0;0;76,16;0;0;76,42;0;0;0;0;78,61;0;0;0,58;2,88;73,82;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;10;Ocupado;12,97;98,29;18;55,89;177,76;21;146,32;98,85;40;0;21,64;5;26,54;40,79;1;SV1;0;70,94;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;66,38;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;Eliminado;0;60,46;Eliminado;0;68,25;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;Eliminado;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;73,02;0,76;3,42;76,44;0;0;77,63;0;0;73,96;0;0;77,03;0;0;76,16;0,85;11,38;76,42;84,4;0;0;0;78,61;0;0;0;0;73,82;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;10;Ocupado;12,97;98,29;18;55,89;177,76;21;146,32;98,85;40;0;21,64;5;26,54;40,79;1;SV1;0;70,94;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;66,38;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;73,02;Eliminado;0;68,25;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;Eliminado;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;73,82;0;0;76,44;0;0;77,63;0;0;73,96;0;0;77,03;0;0;76,16;0;0;76,42;84,4;0;0;0;78,61;0;0;0;0;0;0;0;0;0;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;10;Ocupado;12,97;98,29;18;55,89;177,76;21;146,32;101,72;41;0;21,64;5;26,54;40,79;1;Eliminado;0;70,94;EP;58,68;0;SP;0;45,01;EP;56,53;0;SR1;0;66,38;EP;52,45;0;SE1;0;59,54;EP;7,44;0;EP;59,98;0;EP;33,51;0;SE2;0;73,02;Eliminado;0;68,25;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;Eliminado;0;36,96;Eliminado;0;44,37;Eliminado;0;49,69;Eliminado;0;39,61;Eliminado;0;43,68;Eliminado;0;40,23;Eliminado;0;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
