Evento;Reloj;RND Llegada EP;Tiempo entre llegadas EP;Proxima llegada EP;RND Llegada R;Tiempo entre llegadas R;Proxima llegada R;RND Llegada V;Tiempo entre llegadas V;Proxima llegada V;RND Llegada AE;Tiempo entre llegadas AE;Proxima llegada AE;RND Llegada P;Tiempo entre llegadas P;Proxima llegada P;RND fin EP;Tiempo atencion EP;Fin envio 1;Fin envio 2;Fin envio 3;RND fin R;Tiempo atencion R;Fin reclamo 1;Fin reclamo 2;Fin reclamo 3;RND fin V;Tiempo atencion V;Fin venta 1;Fin venta 2;RND fin AE;Tiempo atencion AE;Fin atencion 1;Fin atencion 2;RND fin P;Tiempo atencion P;Fin postal;EP COLA 1;EP Estado 1;EP COLA 2;EP Estado 2;EP COLA 3;EP Estado 3;R COLA 1;R Estado 1;R COLA 2;R Estado 2;R COLA 3;R Estado 3;V COLA 1;V Estado 1;V COLA 2;V Estado 2;AE COLA 1;AE Estado 1;AE COLA 2;AE Estado 2;P COLA 1;P Estado 1;AC tiempo espera EP;AC ocupacion EP;CANT EP;AC tiempo espera R;AC ocupacion R;CANT R;AC tiempo espera V;AC ocupacion V;CANT V;AC tiempo espera AE;AC ocupacion AE;CANT AE;AC tiempo espera P;AC ocupacion P;CANT P;Estado 1;HEspera 1;HAtencion 1;Estado 2;HEspera 2;HAtencion 2;Estado 3;HEspera 3;HAtencion 3;Estado 4;HEspera 4;HAtencion 4;Estado 5;HEspera 5;HAtencion 5;Estado 6;HEspera 6;HAtencion 6;Estado 7;HEspera 7;HAtencion 7;Estado 8;HEspera 8;HAtencion 8;Estado 9;HEspera 9;HAtencion 9;Estado 10;HEspera 10;HAtencion 10;Estado 11;HEspera 11;HAtencion 11;Estado 12;HEspera 12;HAtencion 12;Estado 13;HEspera 13;HAtencion 13;Estado 14;HEspera 14;HAtencion 14;Estado 15;HEspera 15;HAtencion 15;Estado 16;HEspera 16;HAtencion 16;Estado 17;HEspera 17;HAtencion 17;Estado 18;HEspera 18;HAtencion 18;Estado 19;HEspera 19;HAtencion 19;Estado 20;HEspera 20;HAtencion 20;Estado 21;HEspera 21;HAtencion 21;Estado 22;HEspera 22;HAtencion 22;Estado 23;HEspera 23;HAtencion 23;Estado 24;HEspera 24;HAtencion 24;Estado 25;HEspera 25;HAtencion 25;Estado 26;HEspera 26;HAtencion 26;Estado 27;HEspera 27;HAtencion 27;Estado 28;HEspera 28;HAtencion 28;Estado 29;HEspera 29;HAtencion 29;Estado 30;HEspera 30;HAtencion 30;Estado 31;HEspera 31;HAtencion 31;Estado 32;HEspera 32;HAtencion 32;Estado 33;HEspera 33;HAtencion 33
llegada_venta;31,3;0;0;32,47;0;0;31,44;0,72;2,54;33,84;0;0;38,42;0;0;33,51;0;0;39,43;33,72;35,42;0;0;36,96;40,23;44,8;0;0;31,7;36,96;0;0;0;0;0;0;45,01;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;3;Ocupado;3;Ocupado;0;Libre;0;Libre;4;Ocupado;0;27,54;5;38,4;72,79;11;23,99;38,15;17;0;9,43;2;0;0;0;SP;0;4,21;SR1;0;31,19;EP;18,46;0;SE1;0;24,99;SE3;0;19,47;SV1;0;29,05;ER1;31,28;0;EP;7,44;0;SR2;0;30,2;EV1;29,4;0;EE1;27,71;0;SV2;0;29,61;EP;28,61;0;EP;22,29;0;EV1;20,57;0;SR3;0;20,69;EV2;29,84;0;EV1;21,33;0;SE2;0;30,76;EV2;26,83;0;EV2;31,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;31,44;0;0;32,47;0,95;11,98;43,42;0;0;33,84;0;0;38,42;0;0;33,51;0;0;39,43;33,72;35,42;0;0;36,96;40,23;44,8;0;0;31,7;36,96;0;0;0;0;0;0;45,01;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;3;Ocupado;3;Ocupado;0;Libre;0;Libre;4;Ocupado;0;27,54;5;38,4;72,79;11;23,99;38,15;17;0;9,43;2;0;0;0;SP;0;4,21;SR1;0;31,19;EP;18,46;0;SE1;0;24,99;SE3;0;19,47;SV1;0;29,05;ER1;31,28;0;EP;7,44;0;SR2;0;30,2;EV1;29,4;0;EE1;27,71;0;SV2;0;29,61;EP;28,61;0;EP;22,29;0;EV1;20,57;0;SR3;0;20,69;EV2;29,84;0;EV1;21,33;0;SE2;0;30,76;EV2;26,83;0;EV2;31,3;0;ER2;31,44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;31,7;0;0;32,47;0;0;43,42;0;0;33,84;0;0;38,42;0;0;33,51;0;0;39,43;33,72;35,42;0;0;36,96;40,23;44,8;0,26;1;32,7;36,96;0;0;0;0;0;0;45,01;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;2;Ocupado;3;Ocupado;0;Libre;0;Libre;4;Ocupado;0;27,54;5;38,4;72,79;11;26,28;40,79;18;0;9,43;2;0;0;0;SP;0;4,21;SR1;0;31,19;EP;18,46;0;SE1;0;24,99;SE3;0;19,47;Eliminado;0;29,05;ER1;31,28;0;EP;7,44;0;SR2;0;30,2;SV1;0;31,7;EE1;27,71;0;SV2;0;29,61;EP;28,61;0;EP;22,29;0;EV1;20,57;0;SR3;0;20,69;EV2;29,84;0;EV1;21,33;0;SE2;0;30,76;EV2;26,83;0;EV2;31,3;0;ER2;31,44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;32,47;0,99;11,05;43,52;0;0;43,42;0;0;33,84;0;0;38,42;0;0;33,51;0;0;39,43;33,72;35,42;0;0;36,96;40,23;44,8;0;0;32,7;36,96;0;0;0;0;0;0;45,01;1;Ocupado;1;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;2;Ocupado;3;Ocupado;0;Libre;0;Libre;4;Ocupado;0;27,54;5;38,4;72,79;11;26,28;40,79;18;0;9,43;2;0;0;0;SP;0;4,21;SR1;0;31,19;EP;18,46;0;SE1;0;24,99;SE3;0;19,47;EE2;32,47;0;ER1;31,28;0;EP;7,44;0;SR2;0;30,2;SV1;0;31,7;EE1;27,71;0;SV2;0;29,61;EP;28,61;0;EP;22,29;0;EV1;20,57;0;SR3;0;20,69;EV2;29,84;0;EV1;21,33;0;SE2;0;30,76;EV2;26,83;0;EV2;31,3;0;ER2;31,44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;32,7;0;0;43,52;0;0;43,42;0;0;33,84;0;0;38,42;0;0;33,51;0;0;39,43;33,72;35,42;0;0;36,96;40,23;44,8;0,97;11,67;44,37;36,96;0;0;0;0;0;0;45,01;1;Ocupado;1;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;1;Ocupado;3;Ocupado;0;Libre;0;Libre;4;Ocupado;0;27,54;5;38,4;72,79;11;38,4;41,79;19;0;9,43;2;0;0;0;SP;0;4,21;SR1;0;31,19;EP;18,46;0;SE1;0;24,99;SE3;0;19,47;EE2;32,47;0;ER1;31,28;0;EP;7,44;0;SR2;0;30,2;Eliminado;0;31,7;EE1;27,71;0;SV2;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;EV2;29,84;0;EV1;21,33;0;SE2;0;30,76;EV2;26,83;0;EV2;31,3;0;ER2;31,44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_postales;33,51;0;0;43,52;0;0;43,42;0;0;33,84;0;0;38,42;0,92;18,94;52,45;0;0;39,43;33,72;35,42;0;0;36,96;40,23;44,8;0;0;44,37;36,96;0;0;0;0;0;0;45,01;1;Ocupado;1;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;1;Ocupado;3;Ocupado;0;Libre;0;Libre;5;Ocupado;0;27,54;5;38,4;72,79;11;38,4;41,79;19;0;9,43;2;0;0;0;SP;0;4,21;SR1;0;31,19;EP;18,46;0;SE1;0;24,99;SE3;0;19,47;EE2;32,47;0;ER1;31,28;0;EP;7,44;0;SR2;0;30,2;EP;33,51;0;EE1;27,71;0;SV2;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;EV2;29,84;0;EV1;21,33;0;SE2;0;30,76;EV2;26,83;0;EV2;31,3;0;ER2;31,44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio2;33,72;0;0;43,52;0;0;43,42;0;0;33,84;0;0;38,42;0;0;52,45;0,56;4,92;39,43;38,64;35,42;0;0;36,96;40,23;44,8;0;0;44,37;36,96;0;0;0;0;0;0;45,01;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;1;Ocupado;3;Ocupado;0;Libre;0;Libre;5;Ocupado;1,25;30,5;6;38,4;72,79;11;38,4;41,79;19;0;9,43;2;0;0;0;SP;0;4,21;SR1;0;31,19;EP;18,46;0;SE1;0;24,99;SE3;0;19,47;SE2;0;33,72;ER1;31,28;0;EP;7,44;0;SR2;0;30,2;EP;33,51;0;EE1;27,71;0;SV2;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;EV2;29,84;0;EV1;21,33;0;Eliminado;0;30,76;EV2;26,83;0;EV2;31,3;0;ER2;31,44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;33,84;0;0;43,52;0;0;43,42;0,48;1,3;35,14;0;0;38,42;0;0;52,45;0;0;39,43;38,64;35,42;0;0;36,96;40,23;44,8;0;0;44,37;36,96;0;0;0;0;0;0;45,01;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;2;Ocupado;3;Ocupado;0;Libre;0;Libre;5;Ocupado;1,25;30,5;6;38,4;72,79;11;38,4;41,79;19;0;9,43;2;0;0;0;SP;0;4,21;SR1;0;31,19;EP;18,46;0;SE1;0;24,99;SE3;0;19,47;SE2;0;33,72;ER1;31,28;0;EP;7,44;0;SR2;0;30,2;EP;33,51;0;EE1;27,71;0;SV2;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;EV2;29,84;0;EV1;21,33;0;EV1;33,84;0;EV2;26,83;0;EV2;31,3;0;ER2;31,44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;35,14;0;0;43,52;0;0;43,42;0,96;6,43;41,57;0;0;38,42;0;0;52,45;0;0;39,43;38,64;35,42;0;0;36,96;40,23;44,8;0;0;44,37;36,96;0;0;0;0;0;0;45,01;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;3;Ocupado;3;Ocupado;0;Libre;0;Libre;5;Ocupado;1,25;30,5;6;38,4;72,79;11;38,4;41,79;19;0;9,43;2;0;0;0;SP;0;4,21;SR1;0;31,19;EP;18,46;0;SE1;0;24,99;SE3;0;19,47;SE2;0;33,72;ER1;31,28;0;EP;7,44;0;SR2;0;30,2;EP;33,51;0;EE1;27,71;0;SV2;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;EV2;29,84;0;EV1;21,33;0;EV1;33,84;0;EV2;26,83;0;EV2;31,3;0;ER2;31,44;0;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio3;35,42;0;0;43,52;0;0;43,42;0;0;41,57;0;0;38,42;0;0;52,45;0;0;39,43;38,64;0;0;0;36,96;40,23;44,8;0;0;44,37;36,96;0;0;0;0;0;0;45,01;1;Ocupado;0;Ocupado;0;Libre;1;Ocupado;1;Ocupado;0;Ocupado;3;Ocupado;3;Ocupado;0;Libre;0;Libre;5;Ocupado;1,25;46,45;7;38,4;72,79;11;38,4;41,79;19;0;9,43;2;0;0;0;SP;0;4,21;SR1;0;31,19;EP;18,46;0;SE1;0;24,99;Eliminado;0;19,47;SE2;0;33,72;ER1;31,28;0;EP;7,44;0;SR2;0;30,2;EP;33,51;0;EE1;27,71;0;SV2;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;EV2;29,84;0;EV1;21,33;0;EV1;33,84;0;EV2;26,83;0;EV2;31,3;0;ER2;31,44;0;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo1;36,96;0;0;43,52;0;0;43,42;0;0;41,57;0;0;38,42;0;0;52,45;0;0;39,43;38,64;0;0,67;9,5;46,46;40,23;44,8;0;0;44,37;36,96;0;0;0;0;0;0;45,01;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;1;Ocupado;0;Ocupado;3;Ocupado;3;Ocupado;0;Libre;0;Libre;5;Ocupado;1,25;46,45;7;44,08;78,56;12;38,4;41,79;19;0;9,43;2;0;0;0;SP;0;4,21;Eliminado;0;31,19;EP;18,46;0;SE1;0;24,99;Eliminado;0;19,47;SE2;0;33,72;SR1;0;36,96;EP;7,44;0;SR2;0;30,2;EP;33,51;0;EE1;27,71;0;SV2;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;EV2;29,84;0;EV1;21,33;0;EV1;33,84;0;EV2;26,83;0;EV2;31,3;0;ER2;31,44;0;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;36,96;0;0;43,52;0;0;43,42;0;0;41,57;0;0;38,42;0;0;52,45;0;0;39,43;38,64;0;0;0;46,46;40,23;44,8;0,55;2,65;44,37;39,61;0;0;0;0;0;0;45,01;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;1;Ocupado;0;Ocupado;3;Ocupado;2;Ocupado;0;Libre;0;Libre;5;Ocupado;1,25;46,45;7;44,08;78,56;12;45,51;49,14;20;0;9,43;2;0;0;0;SP;0;4,21;Eliminado;0;31,19;EP;18,46;0;SE1;0;24,99;Eliminado;0;19,47;SE2;0;33,72;SR1;0;36,96;EP;7,44;0;SR2;0;30,2;EP;33,51;0;EE1;27,71;0;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;SV2;0;36,96;EV1;21,33;0;EV1;33,84;0;EV2;26,83;0;EV2;31,3;0;ER2;31,44;0;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_AE;38,42;0;0;43,52;0;0;43,42;0;0;41,57;0,92;15,15;53,57;0;0;52,45;0;0;39,43;38,64;0;0;0;46,46;40,23;44,8;0;0;44,37;39,61;0,45;7,17;45,59;0;0;0;45,01;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;1;Ocupado;0;Ocupado;3;Ocupado;2;Ocupado;0;Ocupado;0;Libre;5;Ocupado;1,25;46,45;7;44,08;78,56;12;45,51;49,14;20;0;9,43;2;0;0;0;SP;0;4,21;SAE1;0;38,42;EP;18,46;0;SE1;0;24,99;Eliminado;0;19,47;SE2;0;33,72;SR1;0;36,96;EP;7,44;0;SR2;0;30,2;EP;33,51;0;EE1;27,71;0;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;SV2;0;36,96;EV1;21,33;0;EV1;33,84;0;EV2;26,83;0;EV2;31,3;0;ER2;31,44;0;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio2;38,64;0;0;43,52;0;0;43,42;0;0;41,57;0;0;53,57;0;0;52,45;0;0;39,43;0;0;0;0;46,46;40,23;44,8;0;0;44,37;39,61;0;0;45,59;0;0;0;45,01;1;Ocupado;0;Libre;0;Libre;0;Ocupado;1;Ocupado;0;Ocupado;3;Ocupado;2;Ocupado;0;Ocupado;0;Libre;5;Ocupado;1,25;51,37;8;44,08;78,56;12;45,51;49,14;20;0;9,43;2;0;0;0;SP;0;4,21;SAE1;0;38,42;EP;18,46;0;SE1;0;24,99;Eliminado;0;19,47;Eliminado;0;33,72;SR1;0;36,96;EP;7,44;0;SR2;0;30,2;EP;33,51;0;EE1;27,71;0;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;SV2;0;36,96;EV1;21,33;0;EV1;33,84;0;EV2;26,83;0;EV2;31,3;0;ER2;31,44;0;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio1;39,43;0;0;43,52;0;0;43,42;0;0;41,57;0;0;53,57;0;0;52,45;0,14;0,9;40,33;0;0;0;0;46,46;40,23;44,8;0;0;44,37;39,61;0;0;45,59;0;0;0;45,01;0;Ocupado;0;Libre;0;Libre;0;Ocupado;1;Ocupado;0;Ocupado;3;Ocupado;2;Ocupado;0;Ocupado;0;Libre;5;Ocupado;12,97;65,81;9;44,08;78,56;12;45,51;49,14;20;0;9,43;2;0;0;0;SP;0;4,21;SAE1;0;38,42;EP;18,46;0;Eliminado;0;24,99;Eliminado;0;19,47;Eliminado;0;33,72;SR1;0;36,96;EP;7,44;0;SR2;0;30,2;EP;33,51;0;SE1;0;39,43;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;SV2;0;36,96;EV1;21,33;0;EV1;33,84;0;EV2;26,83;0;EV2;31,3;0;ER2;31,44;0;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;39,61;0;0;43,52;0;0;43,42;0;0;41,57;0;0;53,57;0;0;52,45;0;0;40,33;0;0;0;0;46,46;40,23;44,8;0,47;2,11;44,37;41,72;0;0;45,59;0;0;0;45,01;0;Ocupado;0;Libre;0;Libre;0;Ocupado;1;Ocupado;0;Ocupado;3;Ocupado;1;Ocupado;0;Ocupado;0;Libre;5;Ocupado;12,97;65,81;9;44,08;78,56;12;58,28;51,78;21;0;9,43;2;0;0;0;SP;0;4,21;SAE1;0;38,42;EP;18,46;0;Eliminado;0;24,99;Eliminado;0;19,47;Eliminado;0;33,72;SR1;0;36,96;EP;7,44;0;SR2;0;30,2;EP;33,51;0;SE1;0;39,43;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;Eliminado;0;36,96;EV1;21,33;0;EV1;33,84;0;SV2;0;39,61;EV2;31,3;0;ER2;31,44;0;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo2;40,23;0;0;43,52;0;0;43,42;0;0;41,57;0;0;53,57;0;0;52,45;0;0;40,33;0;0;0,95;25,67;46,46;65,9;44,8;0;0;44,37;41,72;0;0;45,59;0;0;0;45,01;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;3;Ocupado;1;Ocupado;0;Ocupado;0;Libre;5;Ocupado;12,97;65,81;9;52,86;88,58;13;58,28;51,78;21;0;9,43;2;0;0;0;SP;0;4,21;SAE1;0;38,42;EP;18,46;0;Eliminado;0;24,99;Eliminado;0;19,47;Eliminado;0;33,72;SR1;0;36,96;EP;7,44;0;Eliminado;0;30,2;EP;33,51;0;SE1;0;39,43;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;Eliminado;0;36,96;EV1;21,33;0;EV1;33,84;0;SV2;0;39,61;EV2;31,3;0;SR2;0;40,23;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio1;40,33;0;0;43,52;0;0;43,42;0;0;41,57;0;0;53,57;0;0;52,45;0;0;0;0;0;0;0;46,46;65,9;44,8;0;0;44,37;41,72;0;0;45,59;0;0;0;45,01;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;3;Ocupado;1;Ocupado;0;Ocupado;0;Libre;5;Ocupado;12,97;66,7;10;52,86;88,58;13;58,28;51,78;21;0;9,43;2;0;0;0;SP;0;4,21;SAE1;0;38,42;EP;18,46;0;Eliminado;0;24,99;Eliminado;0;19,47;Eliminado;0;33,72;SR1;0;36,96;EP;7,44;0;Eliminado;0;30,2;EP;33,51;0;Eliminado;0;39,43;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;Eliminado;0;36,96;EV1;21,33;0;EV1;33,84;0;SV2;0;39,61;EV2;31,3;0;SR2;0;40,23;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;41,57;0;0;43,52;0;0;43,42;0,19;0,42;41,99;0;0;53,57;0;0;52,45;0;0;0;0;0;0;0;46,46;65,9;44,8;0;0;44,37;41,72;0;0;45,59;0;0;0;45,01;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;3;Ocupado;2;Ocupado;0;Ocupado;0;Libre;5;Ocupado;12,97;66,7;10;52,86;88,58;13;58,28;51,78;21;0;9,43;2;0;0;0;SP;0;4,21;SAE1;0;38,42;EP;18,46;0;EV2;41,57;0;Eliminado;0;19,47;Eliminado;0;33,72;SR1;0;36,96;EP;7,44;0;Eliminado;0;30,2;EP;33,51;0;Eliminado;0;39,43;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;Eliminado;0;36,96;EV1;21,33;0;EV1;33,84;0;SV2;0;39,61;EV2;31,3;0;SR2;0;40,23;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;41,72;0;0;43,52;0;0;43,42;0;0;41,99;0;0;53,57;0;0;52,45;0;0;0;0;0;0;0;46,46;65,9;44,8;0,3;1,18;44,37;42,9;0;0;45,59;0;0;0;45,01;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;3;Ocupado;1;Ocupado;0;Ocupado;0;Libre;5;Ocupado;12,97;66,7;10;52,86;88,58;13;58,42;53,88;22;0;9,43;2;0;0;0;SP;0;4,21;SAE1;0;38,42;EP;18,46;0;SV2;0;41,72;Eliminado;0;19,47;Eliminado;0;33,72;SR1;0;36,96;EP;7,44;0;Eliminado;0;30,2;EP;33,51;0;Eliminado;0;39,43;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;Eliminado;0;36,96;EV1;21,33;0;EV1;33,84;0;Eliminado;0;39,61;EV2;31,3;0;SR2;0;40,23;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;41,99;0;0;43,52;0;0;43,42;0,65;2,09;44,08;0;0;53,57;0;0;52,45;0;0;0;0;0;0;0;46,46;65,9;44,8;0;0;44,37;42,9;0;0;45,59;0;0;0;45,01;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;3;Ocupado;2;Ocupado;0;Ocupado;0;Libre;5;Ocupado;12,97;66,7;10;52,86;88,58;13;58,42;53,88;22;0;9,43;2;0;0;0;SP;0;4,21;SAE1;0;38,42;EP;18,46;0;SV2;0;41,72;EV2;41,99;0;Eliminado;0;33,72;SR1;0;36,96;EP;7,44;0;Eliminado;0;30,2;EP;33,51;0;Eliminado;0;39,43;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;Eliminado;0;36,96;EV1;21,33;0;EV1;33,84;0;Eliminado;0;39,61;EV2;31,3;0;SR2;0;40,23;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;42,9;0;0;43,52;0;0;43,42;0;0;44,08;0;0;53,57;0;0;52,45;0;0;0;0;0;0;0;46,46;65,9;44,8;0,21;0,78;44,37;43,68;0;0;45,59;0;0;0;45,01;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;3;Ocupado;1;Ocupado;0;Ocupado;0;Libre;5;Ocupado;12,97;66,7;10;52,86;88,58;13;59,32;55,05;23;0;9,43;2;0;0;0;SP;0;4,21;SAE1;0;38,42;EP;18,46;0;Eliminado;0;41,72;SV2;0;42,9;Eliminado;0;33,72;SR1;0;36,96;EP;7,44;0;Eliminado;0;30,2;EP;33,51;0;Eliminado;0;39,43;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;Eliminado;0;36,96;EV1;21,33;0;EV1;33,84;0;Eliminado;0;39,61;EV2;31,3;0;SR2;0;40,23;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;43,42;0;0;43,52;0,74;5,38;48,8;0;0;44,08;0;0;53,57;0;0;52,45;0;0;0;0;0;0;0;46,46;65,9;44,8;0;0;44,37;43,68;0;0;45,59;0;0;0;45,01;0;Libre;0;Libre;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;3;Ocupado;1;Ocupado;0;Ocupado;0;Libre;5;Ocupado;12,97;66,7;10;52,86;88,58;13;59,32;55,05;23;0;9,43;2;0;0;0;SP;0;4,21;SAE1;0;38,42;EP;18,46;0;ER1;43,42;0;SV2;0;42,9;Eliminado;0;33,72;SR1;0;36,96;EP;7,44;0;Eliminado;0;30,2;EP;33,51;0;Eliminado;0;39,43;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;Eliminado;0;36,96;EV1;21,33;0;EV1;33,84;0;Eliminado;0;39,61;EV2;31,3;0;SR2;0;40,23;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;43,52;0,67;2,66;46,18;0;0;48,8;0;0;44,08;0;0;53,57;0;0;52,45;0,28;1,97;45,49;0;0;0;0;46,46;65,9;44,8;0;0;44,37;43,68;0;0;45,59;0;0;0;45,01;0;Ocupado;0;Libre;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;3;Ocupado;1;Ocupado;0;Ocupado;0;Libre;5;Ocupado;12,97;66,7;10;52,86;88,58;13;59,32;55,05;23;0;9,43;2;0;0;0;SP;0;4,21;SAE1;0;38,42;EP;18,46;0;ER1;43,42;0;SV2;0;42,9;SE1;0;43,52;SR1;0;36,96;EP;7,44;0;Eliminado;0;30,2;EP;33,51;0;Eliminado;0;39,43;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;Eliminado;0;36,96;EV1;21,33;0;EV1;33,84;0;Eliminado;0;39,61;EV2;31,3;0;SR2;0;40,23;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;43,68;0;0;46,18;0;0;48,8;0;0;44,08;0;0;53,57;0;0;52,45;0;0;45,49;0;0;0;0;46,46;65,9;44,8;0,76;4,75;44,37;48,43;0;0;45,59;0;0;0;45,01;0;Ocupado;0;Libre;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;3;Ocupado;0;Ocupado;0;Ocupado;0;Libre;5;Ocupado;12,97;66,7;10;52,86;88,58;13;71,69;55,83;24;0;9,43;2;0;0;0;SP;0;4,21;SAE1;0;38,42;EP;18,46;0;ER1;43,42;0;Eliminado;0;42,9;SE1;0;43,52;SR1;0;36,96;EP;7,44;0;Eliminado;0;30,2;EP;33,51;0;Eliminado;0;39,43;Eliminado;0;29,61;EP;28,61;0;EP;22,29;0;SV1;0;32,7;SR3;0;20,69;Eliminado;0;36,96;EV1;21,33;0;EV1;33,84;0;Eliminado;0;39,61;SV2;0;43,68;SR2;0;40,23;EV1;35,14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
