Evento;Reloj;RND Llegada EP;Tiempo entre llegadas EP;Prox. llegada EP;RND Llegada R;Tiempo entre llegadas R;Prox. llegada R;RND Llegada V;Tiempo entre llegadas V;Prox. llegada V;RND Llegada AE;Tiempo entre llegadas AE;Prox. llegada AE;RND Llegada P;Tiempo entre llegadas P;Prox. llegada P;RND fin EP;Tiempo atencion EP;Fin envio 1;Fin envio 2;Fin envio 3;RND fin R;Tiempo atencion R;Fin reclamo 1;Fin reclamo 2;RND fin V;Tiempo atencion V;Fin venta 1;Fin venta 2;Fin venta 3;RND fin AE;Tiempo atencion AE;Fin atencion 1;Fin atencion 2;Prox ausencia;Fin ausencia;RND fin P;Tiempo atencion P;Fin postal;EP COLA 1;EP Estado 1;EP COLA 2;EP Estado 2;EP COLA 3;EP Estado 3;R COLA 1;R Estado 1;R COLA 2;R Estado 2;V COLA 1;V Estado 1;V COLA 2;V Estado 2;V COLA 3;V Estado 3;AE COLA 1;AE Estado 1;AE COLA 2;AE Estado 2;P COLA 1;P Estado 1;AC tiempo espera EP;AC ocupacion EP;CANT EP;AC tiempo espera R;AC ocupacion R;CANT R;AC tiempo espera V;AC ocupacion V;CANT V;AC tiempo espera AE;AC ocupacion AE;CANT AE;AC tiempo espera P;AC ocupacion P;CANT P;Estado 1;HEspera 1;HAtencion 1;Estado 2;HEspera 2;HAtencion 2;Estado 3;HEspera 3;HAtencion 3;Estado 4;HEspera 4;HAtencion 4;Estado 5;HEspera 5;HAtencion 5;Estado 6;HEspera 6;HAtencion 6;Estado 7;HEspera 7;HAtencion 7;Estado 8;HEspera 8;HAtencion 8;Estado 9;HEspera 9;HAtencion 9;Estado 10;HEspera 10;HAtencion 10;Estado 11;HEspera 11;HAtencion 11;Estado 12;HEspera 12;HAtencion 12;Estado 13;HEspera 13;HAtencion 13;Estado 14;HEspera 14;HAtencion 14;Estado 15;HEspera 15;HAtencion 15;Estado 16;HEspera 16;HAtencion 16;Estado 17;HEspera 17;HAtencion 17;Estado 18;HEspera 18;HAtencion 18;Estado 19;HEspera 19;HAtencion 19;Estado 20;HEspera 20;HAtencion 20;Estado 21;HEspera 21;HAtencion 21;Estado 22;HEspera 22;HAtencion 22;Estado 23;HEspera 23;HAtencion 23;Estado 24;HEspera 24;HAtencion 24;Estado 25;HEspera 25;HAtencion 25;Estado 26;HEspera 26;HAtencion 26;Estado 27;HEspera 27;HAtencion 27;Estado 28;HEspera 28;HAtencion 28;Estado 29;HEspera 29;HAtencion 29;Estado 30;HEspera 30;HAtencion 30;Estado 31;HEspera 31;HAtencion 31;Estado 32;HEspera 32;HAtencion 32;Estado 33;HEspera 33;HAtencion 33;Estado 34;HEspera 34;HAtencion 34;Estado 35;HEspera 35;HAtencion 35;Estado 36;HEspera 36;HAtencion 36;Estado 37;HEspera 37;HAtencion 37;Estado 38;HEspera 38;HAtencion 38;Estado 39;HEspera 39;HAtencion 39;Estado 40;HEspera 40;HAtencion 40;Estado 41;HEspera 41;HAtencion 41
llegada_venta;29,02;0;0;30,54;0;0;34,52;0,14;0,3;29,32;0;0;33,31;0;0;39,68;0;0;0;37,49;0;0;0;33,75;35,12;0;0;29,05;29,27;32,21;0;0;29,29;44,93;60,1;0;0;0;36,05;0;Libre;0;Ocupado;0;Libre;2;Ocupado;1;Ocupado;1;Ocupado;1;Ocupado;1;Ocupado;2;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;6,2;17,52;6;13,46;36,88;16;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;SV2;0;23,37;SAE2;0;17,3;EP;27,2;0;SR2;0;22,15;SR1;0;23,99;SE2;0;24,77;SV1;0;21,99;EAE1;25,33;0;EAE1;19,79;0;SV3;0;28,9;EAE2;26,09;0;ER1;28,18;0;EV1;26,7;0;EV2;27,02;0;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;EV3;29,02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;29,05;0;0;30,54;0;0;34,52;0;0;29,32;0;0;33,31;0;0;39,68;0;0;0;37,49;0;0;0;33,75;35,12;0,2;0,74;29,79;29,27;32,21;0;0;29,29;44,93;60,1;0;0;0;36,05;0;Libre;0;Ocupado;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;2;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;6,2;17,52;6;15,8;43,93;17;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;SV2;0;23,37;SAE2;0;17,3;EP;27,2;0;SR2;0;22,15;SR1;0;23,99;SE2;0;24,77;Eliminado;0;21,99;EAE1;25,33;0;EAE1;19,79;0;SV3;0;28,9;EAE2;26,09;0;ER1;28,18;0;SV1;0;29,05;EV2;27,02;0;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;EV3;29,02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;29,27;0;0;30,54;0;0;34,52;0;0;29,32;0;0;33,31;0;0;39,68;0;0;0;37,49;0;0;0;33,75;35,12;0,87;6,79;29,79;36,06;32,21;0;0;29,29;44,93;60,1;0;0;0;36,05;0;Libre;0;Ocupado;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;2;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;6,2;17,52;6;18,04;49,82;18;0;0;0;0;0;0;SAE1;0;14,44;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;Eliminado;0;23,37;SAE2;0;17,3;EP;27,2;0;SR2;0;22,15;SR1;0;23,99;SE2;0;24,77;Eliminado;0;21,99;EAE1;25,33;0;EAE1;19,79;0;SV3;0;28,9;EAE2;26,09;0;ER1;28,18;0;SV1;0;29,05;SV2;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;EV3;29,02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_AE1;29,29;0;0;30,54;0;0;34,52;0;0;29,32;0;0;33,31;0;0;39,68;0;0;0;37,49;0;0;0;33,75;35,12;0;0;29,79;36,06;32,21;0,81;19,92;49,21;44,93;60,1;0;0;0;36,05;0;Libre;0;Ocupado;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;6,2;17,52;6;18,04;49,82;18;3,96;14,85;1;0;0;0;Eliminado;0;14,44;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;Eliminado;0;23,37;SAE2;0;17,3;EP;27,2;0;SR2;0;22,15;SR1;0;23,99;SE2;0;24,77;Eliminado;0;21,99;SAE1;0;29,29;EAE1;19,79;0;SV3;0;28,9;EAE2;26,09;0;ER1;28,18;0;SV1;0;29,05;SV2;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;EV3;29,02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;29,32;0;0;30,54;0;0;34,52;0,99;9,21;38,53;0;0;33,31;0;0;39,68;0;0;0;37,49;0;0;0;33,75;35,12;0;0;29,79;36,06;32,21;0;0;49,21;44,93;60,1;0;0;0;36,05;0;Libre;0;Ocupado;0;Libre;2;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;6,2;17,52;6;18,04;49,82;18;3,96;14,85;1;0;0;0;EV1;29,32;0;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;Eliminado;0;23,37;SAE2;0;17,3;EP;27,2;0;SR2;0;22,15;SR1;0;23,99;SE2;0;24,77;Eliminado;0;21,99;SAE1;0;29,29;EAE1;19,79;0;SV3;0;28,9;EAE2;26,09;0;ER1;28,18;0;SV1;0;29,05;SV2;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;EV3;29,02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;29,79;0;0;30,54;0;0;34,52;0;0;38,53;0;0;33,31;0;0;39,68;0;0;0;37,49;0;0;0;33,75;35,12;0,25;0,95;30,74;36,06;32,21;0;0;49,21;44,93;60,1;0;0;0;36,05;0;Libre;0;Ocupado;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;6,2;17,52;6;18,5;50,55;19;3,96;14,85;1;0;0;0;SV1;0;29,79;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;Eliminado;0;23,37;SAE2;0;17,3;EP;27,2;0;SR2;0;22,15;SR1;0;23,99;SE2;0;24,77;Eliminado;0;21,99;SAE1;0;29,29;EAE1;19,79;0;SV3;0;28,9;EAE2;26,09;0;ER1;28,18;0;Eliminado;0;29,05;SV2;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;EV3;29,02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;30,54;0,01;0,02;30,56;0;0;34,52;0;0;38,53;0;0;33,31;0;0;39,68;0,98;23,47;54,01;37,49;0;0;0;33,75;35,12;0;0;30,74;36,06;32,21;0;0;49,21;44,93;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;6,2;17,52;6;18,5;50,55;19;3,96;14,85;1;0;0;0;SV1;0;29,79;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;SR2;0;22,15;SR1;0;23,99;SE2;0;24,77;Eliminado;0;21,99;SAE1;0;29,29;EAE1;19,79;0;SV3;0;28,9;EAE2;26,09;0;ER1;28,18;0;Eliminado;0;29,05;SV2;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;EV3;29,02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;30,56;0,7;2,88;33,44;0;0;34,52;0;0;38,53;0;0;33,31;0;0;39,68;0,93;15,95;54,01;37,49;46,51;0;0;33,75;35,12;0;0;30,74;36,06;32,21;0;0;49,21;44,93;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Ocupado;2;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;6,2;17,52;6;18,5;50,55;19;3,96;14,85;1;0;0;0;SV1;0;29,79;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;SR2;0;22,15;SR1;0;23,99;SE2;0;24,77;SE3;0;30,56;SAE1;0;29,29;EAE1;19,79;0;SV3;0;28,9;EAE2;26,09;0;ER1;28,18;0;Eliminado;0;29,05;SV2;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;EV3;29,02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;30,74;0;0;33,44;0;0;34,52;0;0;38,53;0;0;33,31;0;0;39,68;0;0;54,01;37,49;46,51;0;0;33,75;35,12;0;0;0;36,06;32,21;0;0;49,21;44,93;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Ocupado;2;Ocupado;1;Ocupado;0;Libre;0;Ocupado;1;Ocupado;1;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;6,2;17,52;6;18,5;51,49;20;3,96;14,85;1;0;0;0;Eliminado;0;29,79;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;SR2;0;22,15;SR1;0;23,99;SE2;0;24,77;SE3;0;30,56;SAE1;0;29,29;EAE1;19,79;0;SV3;0;28,9;EAE2;26,09;0;ER1;28,18;0;Eliminado;0;29,05;SV2;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;EV3;29,02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta3;32,21;0;0;33,44;0;0;34,52;0;0;38,53;0;0;33,31;0;0;39,68;0;0;54,01;37,49;46,51;0;0;33,75;35,12;0,48;2,17;0;36,06;34,38;0;0;49,21;44,93;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Ocupado;2;Ocupado;1;Ocupado;0;Libre;0;Ocupado;0;Ocupado;1;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;6,2;17,52;6;21,68;54,79;21;3,96;14,85;1;0;0;0;Eliminado;0;29,79;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;SR2;0;22,15;SR1;0;23,99;SE2;0;24,77;SE3;0;30,56;SAE1;0;29,29;EAE1;19,79;0;Eliminado;0;28,9;EAE2;26,09;0;ER1;28,18;0;Eliminado;0;29,05;SV2;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;SV3;0;32,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_AE;33,31;0;0;33,44;0;0;34,52;0;0;38,53;0,76;8,56;41,87;0;0;39,68;0;0;54,01;37,49;46,51;0;0;33,75;35,12;0;0;0;36,06;34,38;0;0;49,21;44,93;60,1;0;0;0;36,05;0;Ocupado;0;Ocupado;0;Ocupado;2;Ocupado;1;Ocupado;0;Libre;0;Ocupado;0;Ocupado;2;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;6,2;17,52;6;21,68;54,79;21;3,96;14,85;1;0;0;0;EAE1;33,31;0;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;SR2;0;22,15;SR1;0;23,99;SE2;0;24,77;SE3;0;30,56;SAE1;0;29,29;EAE1;19,79;0;Eliminado;0;28,9;EAE2;26,09;0;ER1;28,18;0;Eliminado;0;29,05;SV2;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;SV3;0;32,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;33,44;0,78;3,63;37,07;0;0;34,52;0;0;38,53;0;0;41,87;0;0;39,68;0;0;54,01;37,49;46,51;0;0;33,75;35,12;0;0;0;36,06;34,38;0;0;49,21;44,93;60,1;0;0;0;36,05;1;Ocupado;0;Ocupado;0;Ocupado;2;Ocupado;1;Ocupado;0;Libre;0;Ocupado;0;Ocupado;2;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;6,2;17,52;6;21,68;54,79;21;3,96;14,85;1;0;0;0;EAE1;33,31;0;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;SR2;0;22,15;SR1;0;23,99;SE2;0;24,77;SE3;0;30,56;SAE1;0;29,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;ER1;28,18;0;Eliminado;0;29,05;SV2;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;SV3;0;32,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo1;33,75;0;0;37,07;0;0;34,52;0;0;38,53;0;0;41,87;0;0;39,68;0;0;54,01;37,49;46,51;0,64;8,75;42,5;35,12;0;0;0;36,06;34,38;0;0;49,21;44,93;60,1;0;0;0;36,05;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Libre;0;Ocupado;0;Ocupado;2;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;11,77;27,28;7;21,68;54,79;21;3,96;14,85;1;0;0;0;EAE1;33,31;0;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;SR2;0;22,15;Eliminado;0;23,99;SE2;0;24,77;SE3;0;30,56;SAE1;0;29,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;SR1;0;33,75;Eliminado;0;29,05;SV2;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;SV3;0;32,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta3;34,38;0;0;37,07;0;0;34,52;0;0;38,53;0;0;41,87;0;0;39,68;0;0;54,01;37,49;46,51;0;0;42,5;35,12;0;0;0;36,06;0;0;0;49,21;44,93;60,1;0;0;0;36,05;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Libre;0;Ocupado;0;Libre;2;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;11,77;27,28;7;21,68;56,96;22;3,96;14,85;1;0;0;0;EAE1;33,31;0;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;SR2;0;22,15;Eliminado;0;23,99;SE2;0;24,77;SE3;0;30,56;SAE1;0;29,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;SR1;0;33,75;Eliminado;0;29,05;SV2;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;Eliminado;0;32,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;34,52;0;0;37,07;0,11;0,46;34,98;0;0;38,53;0;0;41,87;0;0;39,68;0;0;54,01;37,49;46,51;0;0;42,5;35,12;0;0;0;36,06;0;0;0;49,21;44,93;60,1;0;0;0;36,05;1;Ocupado;0;Ocupado;0;Ocupado;2;Ocupado;1;Ocupado;0;Libre;0;Ocupado;0;Libre;2;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;11,77;27,28;7;21,68;56,96;22;3,96;14,85;1;0;0;0;EAE1;33,31;0;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;SR2;0;22,15;ER1;34,52;0;SE2;0;24,77;SE3;0;30,56;SAE1;0;29,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;SR1;0;33,75;Eliminado;0;29,05;SV2;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;Eliminado;0;32,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;34,98;0;0;37,07;0,38;1,91;36,89;0;0;38,53;0;0;41,87;0;0;39,68;0;0;54,01;37,49;46,51;0;0;42,5;35,12;0;0;0;36,06;0;0;0;49,21;44,93;60,1;0;0;0;36,05;1;Ocupado;0;Ocupado;0;Ocupado;2;Ocupado;2;Ocupado;0;Libre;0;Ocupado;0;Libre;2;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;11,77;27,28;7;21,68;56,96;22;3,96;14,85;1;0;0;0;EAE1;33,31;0;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;SR2;0;22,15;ER1;34,52;0;SE2;0;24,77;SE3;0;30,56;SAE1;0;29,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;SR1;0;33,75;ER2;34,98;0;SV2;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;Eliminado;0;32,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo2;35,12;0;0;37,07;0;0;36,89;0;0;38,53;0;0;41,87;0;0;39,68;0;0;54,01;37,49;46,51;0,35;3,69;42,5;38,81;0;0;0;36,06;0;0;0;49,21;44,93;60,1;0;0;0;36,05;1;Ocupado;0;Ocupado;0;Ocupado;2;Ocupado;1;Ocupado;0;Libre;0;Ocupado;0;Libre;2;Ocupado;2;Ocupado;3;Ocupado;7,11;41,64;10;11,9;40,25;8;21,68;56,96;22;3,96;14,85;1;0;0;0;EAE1;33,31;0;SP;0;1,76;EP;16,5;0;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;Eliminado;0;22,15;ER1;34,52;0;SE2;0;24,77;SE3;0;30,56;SAE1;0;29,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;SR1;0;33,75;SR2;0;35,12;SV2;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;Eliminado;0;32,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_postales;36,05;0;0;37,07;0;0;36,89;0;0;38,53;0;0;41,87;0;0;39,68;0;0;54,01;37,49;46,51;0;0;42,5;38,81;0;0;0;36,06;0;0;0;49,21;44,93;60,1;0;0,35;8,61;44,66;1;Ocupado;0;Ocupado;0;Ocupado;2;Ocupado;1;Ocupado;0;Libre;0;Ocupado;0;Libre;2;Ocupado;2;Ocupado;2;Ocupado;7,11;41,64;10;11,9;40,25;8;21,68;56,96;22;3,96;14,85;1;19,54;34,29;1;EAE1;33,31;0;Eliminado;0;1,76;SP;0;36,05;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;Eliminado;0;22,15;ER1;34,52;0;SE2;0;24,77;SE3;0;30,56;SAE1;0;29,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;SR1;0;33,75;SR2;0;35,12;SV2;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;Eliminado;0;32,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;36,06;0;0;37,07;0;0;36,89;0;0;38,53;0;0;41,87;0;0;39,68;0;0;54,01;37,49;46,51;0;0;42,5;38,81;0;0;0;0;0;0;0;49,21;44,93;60,1;0;0;0;44,66;1;Ocupado;0;Ocupado;0;Ocupado;2;Ocupado;1;Ocupado;0;Libre;0;Libre;0;Libre;2;Ocupado;2;Ocupado;2;Ocupado;7,11;41,64;10;11,9;40,25;8;21,68;63,74;23;3,96;14,85;1;19,54;34,29;1;EAE1;33,31;0;Eliminado;0;1,76;SP;0;36,05;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;Eliminado;0;22,15;ER1;34,52;0;SE2;0;24,77;SE3;0;30,56;SAE1;0;29,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;SR1;0;33,75;SR2;0;35,12;Eliminado;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;Eliminado;0;32,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;36,89;0;0;37,07;0,25;1,15;38,04;0;0;38,53;0;0;41,87;0;0;39,68;0;0;54,01;37,49;46,51;0;0;42,5;38,81;0;0;0;0;0;0;0;49,21;44,93;60,1;0;0;0;44,66;1;Ocupado;0;Ocupado;0;Ocupado;2;Ocupado;2;Ocupado;0;Libre;0;Libre;0;Libre;2;Ocupado;2;Ocupado;2;Ocupado;7,11;41,64;10;11,9;40,25;8;21,68;63,74;23;3,96;14,85;1;19,54;34,29;1;EAE1;33,31;0;ER2;36,89;0;SP;0;36,05;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;Eliminado;0;22,15;ER1;34,52;0;SE2;0;24,77;SE3;0;30,56;SAE1;0;29,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;SR1;0;33,75;SR2;0;35,12;Eliminado;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;Eliminado;0;32,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;37,07;0,49;1,61;38,68;0;0;38,04;0;0;38,53;0;0;41,87;0;0;39,68;0;0;54,01;37,49;46,51;0;0;42,5;38,81;0;0;0;0;0;0;0;49,21;44,93;60,1;0;0;0;44,66;1;Ocupado;1;Ocupado;0;Ocupado;2;Ocupado;2;Ocupado;0;Libre;0;Libre;0;Libre;2;Ocupado;2;Ocupado;2;Ocupado;7,11;41,64;10;11,9;40,25;8;21,68;63,74;23;3,96;14,85;1;19,54;34,29;1;EAE1;33,31;0;ER2;36,89;0;SP;0;36,05;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;EE2;37,07;0;ER1;34,52;0;SE2;0;24,77;SE3;0;30,56;SAE1;0;29,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;SR1;0;33,75;SR2;0;35,12;Eliminado;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;Eliminado;0;32,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio2;37,49;0;0;38,68;0;0;38,04;0;0;38,53;0;0;41,87;0;0;39,68;0,27;1,88;54,01;39,37;46,51;0;0;42,5;38,81;0;0;0;0;0;0;0;49,21;44,93;60,1;0;0;0;44,66;1;Ocupado;0;Ocupado;0;Ocupado;2;Ocupado;2;Ocupado;0;Libre;0;Libre;0;Libre;2;Ocupado;2;Ocupado;2;Ocupado;7,52;54,36;11;11,9;40,25;8;21,68;63,74;23;3,96;14,85;1;19,54;34,29;1;EAE1;33,31;0;ER2;36,89;0;SP;0;36,05;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;SE2;0;37,49;ER1;34,52;0;Eliminado;0;24,77;SE3;0;30,56;SAE1;0;29,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;SR1;0;33,75;SR2;0;35,12;Eliminado;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;Eliminado;0;32,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;38,04;0;0;38,68;0,17;0,74;38,78;0;0;38,53;0;0;41,87;0;0;39,68;0;0;54,01;39,37;46,51;0;0;42,5;38,81;0;0;0;0;0;0;0;49,21;44,93;60,1;0;0;0;44,66;1;Ocupado;0;Ocupado;0;Ocupado;3;Ocupado;2;Ocupado;0;Libre;0;Libre;0;Libre;2;Ocupado;2;Ocupado;2;Ocupado;7,52;54,36;11;11,9;40,25;8;21,68;63,74;23;3,96;14,85;1;19,54;34,29;1;EAE1;33,31;0;ER2;36,89;0;SP;0;36,05;EAE2;22,56;0;SE1;0;30,54;SAE2;0;17,3;EP;27,2;0;SE2;0;37,49;ER1;34,52;0;ER1;38,04;0;SE3;0;30,56;SAE1;0;29,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;SR1;0;33,75;SR2;0;35,12;Eliminado;0;29,27;ER1;28,98;0;EP;28,33;0;ER2;28,38;0;Eliminado;0;32,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
