Evento;Reloj;RND Llegada EP;Tiempo entre llegadas EP;Proxima llegada EP;RND Llegada R;Tiempo entre llegadas R;Proxima llegada R;RND Llegada V;Tiempo entre llegadas V;Proxima llegada V;RND Llegada AE;Tiempo entre llegadas AE;Proxima llegada AE;RND Llegada P;Tiempo entre llegadas P;Proxima llegada P;RND fin EP;Tiempo atencion EP;Tiempo fin envio 1;Tiempo fin envio 2;Tiempo fin envio 3;RND fin R;Tiempo atencion R;Tiempo fin reclamo 1;Tiempo fin reclamo 2;RND fin V;Tiempo atencion V;Tiempo fin venta 1;Tiempo fin venta 2;Tiempo fin venta 3;RND fin AE;Tiempo atencion AE;Tiempo fin atencion 1;Tiempo fin atencion 2;RND fin P;Tiempo atencion P;Tiempo fin postal;EP COLA 1;EP Estado 1;EP COLA 2;EP Estado 2;EP COLA 3;EP Estado 3;R COLA 1;R Estado 1;R COLA 2;R Estado 2;V COLA 1;V Estado 1;V COLA 2;V Estado 2;V COLA 3;V Estado 3;AE COLA 1;AE Estado 1;AE COLA 2;AE Estado 2;P COLA 1;P Estado 1;AC tiempo espera EP;AC ocupacion EP;CANT EP;AC tiempo espera R;AC ocupacion R;CANT R;AC tiempo espera V;AC ocupacion V;CANT V;AC tiempo espera AE;AC ocupacion AE;CANT AE;AC tiempo espera P;AC ocupacion P;CANT P;Estado 1;HEspera 1;HAtencion 1;Estado 2;HEspera 2;HAtencion 2;Estado 3;HEspera 3;HAtencion 3;Estado 4;HEspera 4;HAtencion 4;Estado 5;HEspera 5;HAtencion 5;Estado 6;HEspera 6;HAtencion 6;Estado 7;HEspera 7;HAtencion 7;Estado 8;HEspera 8;HAtencion 8;Estado 9;HEspera 9;HAtencion 9;Estado 10;HEspera 10;HAtencion 10;Estado 11;HEspera 11;HAtencion 11;Estado 12;HEspera 12;HAtencion 12;Estado 13;HEspera 13;HAtencion 13;Estado 14;HEspera 14;HAtencion 14;Estado 15;HEspera 15;HAtencion 15;Estado 16;HEspera 16;HAtencion 16;Estado 17;HEspera 17;HAtencion 17;Estado 18;HEspera 18;HAtencion 18;Estado 19;HEspera 19;HAtencion 19;Estado 20;HEspera 20;HAtencion 20;Estado 21;HEspera 21;HAtencion 21;Estado 22;HEspera 22;HAtencion 22;Estado 23;HEspera 23;HAtencion 23;Estado 24;HEspera 24;HAtencion 24;Estado 25;HEspera 25;HAtencion 25;Estado 26;HEspera 26;HAtencion 26;Estado 27;HEspera 27;HAtencion 27;Estado 28;HEspera 28;HAtencion 28;Estado 29;HEspera 29;HAtencion 29;Estado 30;HEspera 30;HAtencion 30;Estado 31;HEspera 31;HAtencion 31
llegada_AE;35,19;0;0;39,16;0;0;38,33;0;0;35,22;0,92;15,15;50,34;0;0;40,93;0;0;40,82;0;0;0;0;37,21;35,29;0;0;36,18;0;0;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Libre;2;Ocupado;2;Ocupado;0;Ocupado;0;43,62;7;5;13,06;5;0,26;51,26;18;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SR2;0;32,83;EAE1;33,14;0;SV1;0;34,8;SR1;0;9,63;SAE1;0;23,22;ER2;33,38;0;ER1;22,65;0;SE1;0;35,18;SAE2;0;24,34;EAE1;29,4;0;EAE2;35,19;0;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;35,22;0;0;39,16;0;0;38,33;0,75;2,77;37,99;0;0;50,34;0;0;40,93;0;0;40,82;0;0;0;0;37,21;35,29;0,55;2,65;36,18;37,87;0;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;2;Ocupado;0;Ocupado;0;43,62;7;5;13,06;5;0,26;51,26;18;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SR2;0;32,83;EAE1;33,14;0;SV1;0;34,8;SR1;0;9,63;SAE1;0;23,22;ER2;33,38;0;ER1;22,65;0;SE1;0;35,18;SAE2;0;24,34;EAE1;29,4;0;EAE2;35,19;0;SV2;0;35,22;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo2;35,29;0;0;39,16;0;0;38,33;0;0;37,99;0;0;50,34;0;0;40,93;0;0;40,82;0;0;0,54;6,65;37,21;41,94;0;0;36,18;37,87;0;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;2;Ocupado;0;Ocupado;0;43,62;7;6,91;15,52;6;0,26;51,26;18;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;Eliminado;-;-;EAE1;33,14;0;SV1;0;34,8;SR1;0;9,63;SAE1;0;23,22;SR2;0;35,29;ER1;22,65;0;SE1;0;35,18;SAE2;0;24,34;EAE1;29,4;0;EAE2;35,19;0;SV2;0;35,22;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_AE1;35,81;0;0;39,16;0;0;38,33;0;0;37,99;0;0;50,34;0;0;40,93;0;0;40,82;0;0;0;0;37,21;41,94;0;0;36,18;37,87;0;0,35;5,16;40,97;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;2;Ocupado;0;Ocupado;0;43,62;7;6,91;15,52;6;0,26;51,26;18;7,51;29,41;4;0;9,56;1;SP;0;27,19;ER1;21,55;0;Eliminado;-;-;SAE1;0;35,81;SV1;0;34,8;SR1;0;9,63;Eliminado;-;-;SR2;0;35,29;ER1;22,65;0;SE1;0;35,18;SAE2;0;24,34;EAE1;29,4;0;EAE2;35,19;0;SV2;0;35,22;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;36,18;0;0;39,16;0;0;38,33;0;0;37,99;0;0;50,34;0;0;40,93;0;0;40,82;0;0;0;0;37,21;41,94;0;0;0;37,87;0;0;0;40,97;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;1;Ocupado;2;Ocupado;0;Ocupado;0;43,62;7;6,91;15,52;6;0,26;52,64;19;7,51;29,41;4;0;9,56;1;SP;0;27,19;ER1;21,55;0;Eliminado;-;-;SAE1;0;35,81;Eliminado;-;-;SR1;0;9,63;Eliminado;-;-;SR2;0;35,29;ER1;22,65;0;SE1;0;35,18;SAE2;0;24,34;EAE1;29,4;0;EAE2;35,19;0;SV2;0;35,22;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo1;37,21;0;0;39,16;0;0;38,33;0;0;37,99;0;0;50,34;0;0;40,93;0;0;40,82;0;0;0,05;0,43;37,64;41,94;0;0;0;37,87;0;0;0;40,97;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;1;Ocupado;2;Ocupado;0;Ocupado;0;43,62;7;22,57;43,1;7;0,26;52,64;19;7,51;29,41;4;0;9,56;1;SP;0;27,19;SR1;0;37,21;Eliminado;-;-;SAE1;0;35,81;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;SR2;0;35,29;ER1;22,65;0;SE1;0;35,18;SAE2;0;24,34;EAE1;29,4;0;EAE2;35,19;0;SV2;0;35,22;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo1;37,64;0;0;39,16;0;0;38,33;0;0;37,99;0;0;50,34;0;0;40,93;0;0;40,82;0;0;0,3;3,05;40,69;41,94;0;0;0;37,87;0;0;0;40,97;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;1;Ocupado;2;Ocupado;0;Ocupado;0;43,62;7;37,55;43,52;8;0,26;52,64;19;7,51;29,41;4;0;9,56;1;SP;0;27,19;Eliminado;-;-;Eliminado;-;-;SAE1;0;35,81;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;SR2;0;35,29;SR1;0;37,64;SE1;0;35,18;SAE2;0;24,34;EAE1;29,4;0;EAE2;35,19;0;SV2;0;35,22;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;37,87;0;0;39,16;0;0;38,33;0;0;37,99;0;0;50,34;0;0;40,93;0;0;40,82;0;0;0;0;40,69;41,94;0;0;0;0;0;0;0;40,97;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;1;Ocupado;2;Ocupado;0;Ocupado;0;43,62;7;37,55;43,52;8;0,26;55,28;20;7,51;29,41;4;0;9,56;1;SP;0;27,19;Eliminado;-;-;Eliminado;-;-;SAE1;0;35,81;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;SR2;0;35,29;SR1;0;37,64;SE1;0;35,18;SAE2;0;24,34;EAE1;29,4;0;EAE2;35,19;0;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;37,99;0;0;39,16;0;0;38,33;0,07;0,14;38,13;0;0;50,34;0;0;40,93;0;0;40,82;0;0;0;0;40,69;41,94;0,31;1,23;39,22;0;0;0;0;40,97;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;1;Ocupado;2;Ocupado;0;Ocupado;0;43,62;7;37,55;43,52;8;0,26;55,28;20;7,51;29,41;4;0;9,56;1;SP;0;27,19;SV1;0;37,99;Eliminado;-;-;SAE1;0;35,81;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;SR2;0;35,29;SR1;0;37,64;SE1;0;35,18;SAE2;0;24,34;EAE1;29,4;0;EAE2;35,19;0;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;38,13;0;0;39,16;0;0;38,33;0,19;0,42;38,55;0;0;50,34;0;0;40,93;0;0;40,82;0;0;0;0;40,69;41,94;0,92;8,41;39,22;46,54;0;0;0;40,97;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;2;Ocupado;0;Ocupado;0;43,62;7;37,55;43,52;8;0,26;55,28;20;7,51;29,41;4;0;9,56;1;SP;0;27,19;SV1;0;37,99;SV2;0;38,13;SAE1;0;35,81;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;SR2;0;35,29;SR1;0;37,64;SE1;0;35,18;SAE2;0;24,34;EAE1;29,4;0;EAE2;35,19;0;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;38,33;0;0;39,16;0,94;11,25;49,58;0;0;38,55;0;0;50,34;0;0;40,93;0;0;40,82;0;0;0;0;40,69;41,94;0;0;39,22;46,54;0;0;0;40,97;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;2;Ocupado;0;Ocupado;0;43,62;7;37,55;43,52;8;0,26;55,28;20;7,51;29,41;4;0;9,56;1;SP;0;27,19;SV1;0;37,99;SV2;0;38,13;SAE1;0;35,81;ER1;38,33;0;Eliminado;-;-;Eliminado;-;-;SR2;0;35,29;SR1;0;37,64;SE1;0;35,18;SAE2;0;24,34;EAE1;29,4;0;EAE2;35,19;0;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;38,55;0;0;39,16;0;0;49,58;0,49;1,34;39,89;0;0;50,34;0;0;40,93;0;0;40,82;0;0;0;0;40,69;41,94;0,42;1,81;39,22;46,54;40,36;0;0;40,97;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;2;Ocupado;0;Ocupado;0;43,62;7;37,55;43,52;8;0,26;55,28;20;7,51;29,41;4;0;9,56;1;SP;0;27,19;SV1;0;37,99;SV2;0;38,13;SAE1;0;35,81;ER1;38,33;0;SV3;0;38,55;Eliminado;-;-;SR2;0;35,29;SR1;0;37,64;SE1;0;35,18;SAE2;0;24,34;EAE1;29,4;0;EAE2;35,19;0;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;39,16;0,84;4,39;43,55;0;0;49,58;0;0;39,89;0;0;50,34;0;0;40,93;0,74;8,08;40,82;47,24;0;0;0;40,69;41,94;0;0;39,22;46,54;40,36;0;0;40,97;39,19;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;2;Ocupado;0;Ocupado;0;43,62;7;37,55;43,52;8;0,26;55,28;20;7,51;29,41;4;0;9,56;1;SP;0;27,19;SV1;0;37,99;SV2;0;38,13;SAE1;0;35,81;ER1;38,33;0;SV3;0;38,55;SE2;0;39,16;SR2;0;35,29;SR1;0;37,64;SE1;0;35,18;SAE2;0;24,34;EAE1;29,4;0;EAE2;35,19;0;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_AE2;39,19;0;0;43,55;0;0;49,58;0;0;39,89;0;0;50,34;0;0;40,93;0;0;40,82;47,24;0;0;0;40,69;41,94;0;0;39,22;46,54;40,36;0,02;0,24;40,97;39,43;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;43,62;7;37,55;43,52;8;0,26;55,28;20;11,51;44,25;5;0;9,56;1;SP;0;27,19;SV1;0;37,99;SV2;0;38,13;SAE1;0;35,81;ER1;38,33;0;SV3;0;38,55;SE2;0;39,16;SR2;0;35,29;SR1;0;37,64;SE1;0;35,18;Eliminado;-;-;EAE1;29,4;0;SAE2;0;39,19;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;39,22;0;0;43,55;0;0;49,58;0;0;39,89;0;0;50,34;0;0;40,93;0;0;40,82;47,24;0;0;0;40,69;41,94;0;0;0;46,54;40,36;0;0;40,97;39,43;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;43,62;7;37,55;43,52;8;0,26;56,5;21;11,51;44,25;5;0;9,56;1;SP;0;27,19;Eliminado;-;-;SV2;0;38,13;SAE1;0;35,81;ER1;38,33;0;SV3;0;38,55;SE2;0;39,16;SR2;0;35,29;SR1;0;37,64;SE1;0;35,18;Eliminado;-;-;EAE1;29,4;0;SAE2;0;39,19;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_AE2;39,43;0;0;43,55;0;0;49,58;0;0;39,89;0;0;50,34;0;0;40,93;0;0;40,82;47,24;0;0;0;40,69;41,94;0;0;0;46,54;40,36;0,18;2,38;40,97;41,81;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;43,62;7;37,55;43,52;8;0,26;56,5;21;21,17;44,49;6;0;9,56;1;SP;0;27,19;Eliminado;-;-;SV2;0;38,13;SAE1;0;35,81;ER1;38,33;0;SV3;0;38,55;SE2;0;39,16;SR2;0;35,29;SR1;0;37,64;SE1;0;35,18;Eliminado;-;-;EAE1;29,4;0;Eliminado;-;-;Eliminado;-;-;SAE2;0;39,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;39,89;0;0;43,55;0;0;49,58;0,18;0,39;40,28;0;0;50,34;0;0;40,93;0;0;40,82;47,24;0;0;0;40,69;41,94;0,59;2,96;42,85;46,54;40,36;0;0;40,97;41,81;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;43,62;7;37,55;43,52;8;0,26;56,5;21;21,17;44,49;6;0;9,56;1;SP;0;27,19;SV1;0;39,89;SV2;0;38,13;SAE1;0;35,81;ER1;38,33;0;SV3;0;38,55;SE2;0;39,16;SR2;0;35,29;SR1;0;37,64;SE1;0;35,18;Eliminado;-;-;EAE1;29,4;0;Eliminado;-;-;Eliminado;-;-;SAE2;0;39,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;40,28;0;0;43,55;0;0;49,58;0,51;1,42;41,7;0;0;50,34;0;0;40,93;0;0;40,82;47,24;0;0;0;40,69;41,94;0;0;42,85;46,54;40,36;0;0;40,97;41,81;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;43,62;7;37,55;43,52;8;0,26;56,5;21;21,17;44,49;6;0;9,56;1;SP;0;27,19;SV1;0;39,89;SV2;0;38,13;SAE1;0;35,81;ER1;38,33;0;SV3;0;38,55;SE2;0;39,16;SR2;0;35,29;SR1;0;37,64;SE1;0;35,18;EV1;40,28;0;EAE1;29,4;0;Eliminado;-;-;Eliminado;-;-;SAE2;0;39,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta3;40,36;0;0;43,55;0;0;49,58;0;0;41,7;0;0;50,34;0;0;40,93;0;0;40,82;47,24;0;0;0;40,69;41,94;0;0;42,85;46,54;0;0;0;40,97;41,81;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;43,62;7;37,55;43,52;8;0,26;58,31;22;21,17;44,49;6;0;9,56;1;SP;0;27,19;SV1;0;39,89;SV2;0;38,13;SAE1;0;35,81;ER1;38,33;0;Eliminado;-;-;SE2;0;39,16;SR2;0;35,29;SR1;0;37,64;SE1;0;35,18;EV1;40,28;0;EAE1;29,4;0;Eliminado;-;-;Eliminado;-;-;SAE2;0;39,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo1;40,69;0;0;43,55;0;0;49,58;0;0;41,7;0;0;50,34;0;0;40,93;0;0;40,82;47,24;0;0,08;0,71;41,4;41,94;0;0;42,85;46,54;0;0;0;40,97;41,81;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;43,62;7;39,9;46,56;9;0,26;58,31;22;21,17;44,49;6;0;9,56;1;SP;0;27,19;SV1;0;39,89;SV2;0;38,13;SAE1;0;35,81;SR1;0;40,69;Eliminado;-;-;SE2;0;39,16;SR2;0;35,29;Eliminado;-;-;SE1;0;35,18;EV1;40,28;0;EAE1;29,4;0;Eliminado;-;-;Eliminado;-;-;SAE2;0;39,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio1;40,82;0;0;43,55;0;0;49,58;0;0;41,7;0;0;50,34;0;0;40,93;0;0;0;47,24;0;0;0;41,4;41,94;0;0;42,85;46,54;0;0;0;40,97;41,81;0;0;59,37;0;Libre;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;49,26;8;39,9;46,56;9;0,26;58,31;22;21,17;44,49;6;0;9,56;1;SP;0;27,19;SV1;0;39,89;SV2;0;38,13;SAE1;0;35,81;SR1;0;40,69;Eliminado;-;-;SE2;0;39,16;SR2;0;35,29;Eliminado;-;-;Eliminado;-;-;EV1;40,28;0;EAE1;29,4;0;Eliminado;-;-;Eliminado;-;-;SAE2;0;39,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_postales;40,93;0;0;43,55;0;0;49,58;0;0;41,7;0;0;50,34;0,89;16,55;57,48;0;0;0;47,24;0;0;0;41,4;41,94;0;0;42,85;46,54;0;0;0;40,97;41,81;0;0;59,37;0;Libre;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;1;Ocupado;0;49,26;8;39,9;46,56;9;0,26;58,31;22;21,17;44,49;6;0;9,56;1;SP;0;27,19;SV1;0;39,89;SV2;0;38,13;SAE1;0;35,81;SR1;0;40,69;EP;40,93;0;SE2;0;39,16;SR2;0;35,29;Eliminado;-;-;Eliminado;-;-;EV1;40,28;0;EAE1;29,4;0;Eliminado;-;-;Eliminado;-;-;SAE2;0;39,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_AE1;40,97;0;0;43,55;0;0;49,58;0;0;41,7;0;0;50,34;0;0;57,48;0;0;0;47,24;0;0;0;41,4;41,94;0;0;42,85;46,54;0;0,4;6,12;47,09;41,81;0;0;59,37;0;Libre;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;1;Ocupado;0;49,26;8;39,9;46,56;9;0,26;58,31;22;32,74;49,64;7;0;9,56;1;SP;0;27,19;SV1;0;39,89;SV2;0;38,13;Eliminado;-;-;SR1;0;40,69;EP;40,93;0;SE2;0;39,16;SR2;0;35,29;Eliminado;-;-;Eliminado;-;-;EV1;40,28;0;SAE1;0;40,97;Eliminado;-;-;Eliminado;-;-;SAE2;0;39,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo1;41,4;0;0;43,55;0;0;49,58;0;0;41,7;0;0;50,34;0;0;57,48;0;0;0;47,24;0;0;0;0;41,94;0;0;42,85;46,54;0;0;0;47,09;41,81;0;0;59,37;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;1;Ocupado;0;49,26;8;39,9;47,27;10;0,26;58,31;22;32,74;49,64;7;0;9,56;1;SP;0;27,19;SV1;0;39,89;SV2;0;38,13;Eliminado;-;-;Eliminado;-;-;EP;40,93;0;SE2;0;39,16;SR2;0;35,29;Eliminado;-;-;Eliminado;-;-;EV1;40,28;0;SAE1;0;40,97;Eliminado;-;-;Eliminado;-;-;SAE2;0;39,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;41,7;0;0;43,55;0;0;49,58;0,95;5,99;47,69;0;0;50,34;0;0;57,48;0;0;0;47,24;0;0;0;0;41,94;0,59;2,96;42,85;46,54;44,66;0;0;47,09;41,81;0;0;59,37;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;49,26;8;39,9;47,27;10;0,26;58,31;22;32,74;49,64;7;0;9,56;1;SP;0;27,19;SV1;0;39,89;SV2;0;38,13;SV3;0;41,7;Eliminado;-;-;EP;40,93;0;SE2;0;39,16;SR2;0;35,29;Eliminado;-;-;Eliminado;-;-;EV1;40,28;0;SAE1;0;40,97;Eliminado;-;-;Eliminado;-;-;SAE2;0;39,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_AE2;41,81;0;0;43,55;0;0;49,58;0;0;47,69;0;0;50,34;0;0;57,48;0;0;0;47,24;0;0;0;0;41,94;0;0;42,85;46,54;44,66;0;0;47,09;0;0;0;59,37;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;49,26;8;39,9;47,27;10;0,26;58,31;22;32,74;52,02;8;0;9,56;1;SP;0;27,19;SV1;0;39,89;SV2;0;38,13;SV3;0;41,7;Eliminado;-;-;EP;40,93;0;SE2;0;39,16;SR2;0;35,29;Eliminado;-;-;Eliminado;-;-;EV1;40,28;0;SAE1;0;40,97;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo2;41,94;0;0;43,55;0;0;49,58;0;0;47,69;0;0;50,34;0;0;57,48;0;0;0;47,24;0;0;0;0;0;0;0;42,85;46,54;44,66;0;0;47,09;0;0;0;59,37;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;49,26;8;39,9;53,91;11;0,26;58,31;22;32,74;52,02;8;0;9,56;1;SP;0;27,19;SV1;0;39,89;SV2;0;38,13;SV3;0;41,7;Eliminado;-;-;EP;40,93;0;SE2;0;39,16;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;EV1;40,28;0;SAE1;0;40,97;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;42,85;0;0;43,55;0;0;49,58;0;0;47,69;0;0;50,34;0;0;57,48;0;0;0;47,24;0;0;0;0;0;0,5;2,3;45,15;46,54;44,66;0;0;47,09;0;0;0;59,37;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;49,26;8;39,9;53,91;11;2,83;61,27;23;32,74;52,02;8;0;9,56;1;SP;0;27,19;Eliminado;-;-;SV2;0;38,13;SV3;0;41,7;Eliminado;-;-;EP;40,93;0;SE2;0;39,16;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;SV1;0;42,85;SAE1;0;40,97;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
