Evento;Reloj;RND Llegada EP;Tiempo entre llegadas EP;Proxima llegada EP;RND Llegada R;Tiempo entre llegadas R;Proxima llegada R;RND Llegada V;Tiempo entre llegadas V;Proxima llegada V;RND Llegada AE;Tiempo entre llegadas AE;Proxima llegada AE;RND Llegada P;Tiempo entre llegadas P;Proxima llegada P;RND fin EP;Tiempo atencion EP;Tiempo fin envio 1;Tiempo fin envio 2;Tiempo fin envio 3;RND fin R;Tiempo atencion R;Tiempo fin reclamo 1;Tiempo fin reclamo 2;RND fin V;Tiempo atencion V;Tiempo fin venta 1;Tiempo fin venta 2;Tiempo fin venta 3;RND fin AE;Tiempo atencion AE;Tiempo fin atencion 1;Tiempo fin atencion 2;RND fin P;Tiempo atencion P;Tiempo fin postal;EP COLA 1;EP Estado 1;EP COLA 2;EP Estado 2;EP COLA 3;EP Estado 3;R COLA 1;R Estado 1;R COLA 2;R Estado 2;V COLA 1;V Estado 1;V COLA 2;V Estado 2;V COLA 3;V Estado 3;AE COLA 1;AE Estado 1;AE COLA 2;AE Estado 2;P COLA 1;P Estado 1;AC tiempo espera EP;AC ocupacion EP;CANT EP;AC tiempo espera R;AC ocupacion R;CANT R;AC tiempo espera V;AC ocupacion V;CANT V;AC tiempo espera AE;AC ocupacion AE;CANT AE;AC tiempo espera P;AC ocupacion P;CANT P;Estado 1;HEspera 1;HAtencion 1;Estado 2;HEspera 2;HAtencion 2;Estado 3;HEspera 3;HAtencion 3;Estado 4;HEspera 4;HAtencion 4;Estado 5;HEspera 5;HAtencion 5;Estado 6;HEspera 6;HAtencion 6;Estado 7;HEspera 7;HAtencion 7;Estado 8;HEspera 8;HAtencion 8;Estado 9;HEspera 9;HAtencion 9;Estado 10;HEspera 10;HAtencion 10;Estado 11;HEspera 11;HAtencion 11;Estado 12;HEspera 12;HAtencion 12;Estado 13;HEspera 13;HAtencion 13;Estado 14;HEspera 14;HAtencion 14;Estado 15;HEspera 15;HAtencion 15;Estado 16;HEspera 16;HAtencion 16;Estado 17;HEspera 17;HAtencion 17;Estado 18;HEspera 18;HAtencion 18;Estado 19;HEspera 19;HAtencion 19;Estado 20;HEspera 20;HAtencion 20;Estado 21;HEspera 21;HAtencion 21;Estado 22;HEspera 22;HAtencion 22;Estado 23;HEspera 23;HAtencion 23;Estado 24;HEspera 24;HAtencion 24;Estado 25;HEspera 25;HAtencion 25;Estado 26;HEspera 26;HAtencion 26;Estado 27;HEspera 27;HAtencion 27;Estado 28;HEspera 28;HAtencion 28;Estado 29;HEspera 29;HAtencion 29;Estado 30;HEspera 30;HAtencion 30;Estado 31;HEspera 31;HAtencion 31
fin_venta3;11,95;0;0;12,01;0;0;14,06;0;0;16,9;0;0;12,81;0;0;27,19;0;0;12,35;15,47;0;0;0;37,21;0;0;0;21,12;0;0;0;0;12,47;0;0;0;16,81;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Ocupado;0;0,9;1;0;0;0;0;14,21;6;0;0;0;0;0;0;SE1;0;5,13;SV1;0;5,79;SE2;0;11,19;SP;0;7,25;Eliminado;-;-;SR1;0;9,63;SAE1;0;9,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;12,01;0,47;1,52;13,53;0;0;14,06;0;0;16,9;0;0;12,81;0;0;27,19;0,91;14,44;12,35;15,47;26,45;0;0;37,21;0;0;0;21,12;0;0;0;0;12,47;0;0;0;16,81;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Ocupado;0;0,9;1;0;0;0;0;14,21;6;0;0;0;0;0;0;SE1;0;5,13;SV1;0;5,79;SE2;0;11,19;SP;0;7,25;SE3;0;12,01;SR1;0;9,63;SAE1;0;9,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio1;12,35;0;0;13,53;0;0;14,06;0;0;16,9;0;0;12,81;0;0;27,19;0;0;0;15,47;26,45;0;0;37,21;0;0;0;21,12;0;0;0;0;12,47;0;0;0;16,81;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Ocupado;0;8,12;2;0;0;0;0;14,21;6;0;0;0;0;0;0;Eliminado;-;-;SV1;0;5,79;SE2;0;11,19;SP;0;7,25;SE3;0;12,01;SR1;0;9,63;SAE1;0;9,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_AE1;12,47;0;0;13,53;0;0;14,06;0;0;16,9;0;0;12,81;0;0;27,19;0;0;0;15,47;26,45;0;0;37,21;0;0;0;21,12;0;0;0;0;0;0;0;0;16,81;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Ocupado;0;8,12;2;0;0;0;0;14,21;6;0;2,82;1;0;0;0;Eliminado;-;-;SV1;0;5,79;SE2;0;11,19;SP;0;7,25;SE3;0;12,01;SR1;0;9,63;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_AE;12,81;0;0;13,53;0;0;14,06;0;0;16,9;0,42;3,26;16,07;0;0;27,19;0;0;0;15,47;26,45;0;0;37,21;0;0;0;21,12;0;0;0,58;10,41;23,22;0;0;0;16,81;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Ocupado;0;8,12;2;0;0;0;0;14,21;6;0;2,82;1;0;0;0;SAE1;0;12,81;SV1;0;5,79;SE2;0;11,19;SP;0;7,25;SE3;0;12,01;SR1;0;9,63;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;13,53;0,97;8,41;21,94;0;0;14,06;0;0;16,9;0;0;16,07;0;0;27,19;0,46;3,69;17,22;15,47;26,45;0;0;37,21;0;0;0;21,12;0;0;0;0;23,22;0;0;0;16,81;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Ocupado;0;8,12;2;0;0;0;0;14,21;6;0;2,82;1;0;0;0;SAE1;0;12,81;SV1;0;5,79;SE2;0;11,19;SP;0;7,25;SE3;0;12,01;SR1;0;9,63;SE1;0;13,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;14,06;0;0;21,94;0,44;2,31;16,37;0;0;16,9;0;0;16,07;0;0;27,19;0;0;17,22;15,47;26,45;0,13;1,19;37,21;15,25;0;0;21,12;0;0;0;0;23,22;0;0;0;16,81;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Ocupado;0;8,12;2;0;0;0;0;14,21;6;0;2,82;1;0;0;0;SAE1;0;12,81;SV1;0;5,79;SE2;0;11,19;SP;0;7,25;SE3;0;12,01;SR1;0;9,63;SE1;0;13,53;SR2;0;14,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo2;15,25;0;0;21,94;0;0;16,37;0;0;16,9;0;0;16,07;0;0;27,19;0;0;17,22;15,47;26,45;0;0;37,21;0;0;0;21,12;0;0;0;0;23,22;0;0;0;16,81;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Ocupado;0;8,12;2;0;1,18;1;0;14,21;6;0;2,82;1;0;0;0;SAE1;0;12,81;SV1;0;5,79;SE2;0;11,19;SP;0;7,25;SE3;0;12,01;SR1;0;9,63;SE1;0;13,53;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio2;15,47;0;0;21,94;0;0;16,37;0;0;16,9;0;0;16,07;0;0;27,19;0;0;17,22;0;26,45;0;0;37,21;0;0;0;21,12;0;0;0;0;23,22;0;0;0;16,81;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Ocupado;0;12,39;3;0;1,18;1;0;14,21;6;0;2,82;1;0;0;0;SAE1;0;12,81;SV1;0;5,79;Eliminado;-;-;SP;0;7,25;SE3;0;12,01;SR1;0;9,63;SE1;0;13,53;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_AE;16,07;0;0;21,94;0;0;16,37;0;0;16,9;0,32;2,31;18,38;0;0;27,19;0;0;17,22;0;26,45;0;0;37,21;0;0;0;21,12;0;0;0,26;3,61;23,22;19,68;0;0;16,81;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;12,39;3;0;1,18;1;0;14,21;6;0;2,82;1;0;0;0;SAE1;0;12,81;SV1;0;5,79;SAE2;0;16,07;SP;0;7,25;SE3;0;12,01;SR1;0;9,63;SE1;0;13,53;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;16,37;0;0;21,94;0,62;3,87;20,24;0;0;16,9;0;0;18,38;0;0;27,19;0;0;17,22;0;26,45;0,2;1,91;37,21;18,28;0;0;21,12;0;0;0;0;23,22;19,68;0;0;16,81;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;12,39;3;0;1,18;1;0;14,21;6;0;2,82;1;0;0;0;SAE1;0;12,81;SV1;0;5,79;SAE2;0;16,07;SP;0;7,25;SE3;0;12,01;SR1;0;9,63;SE1;0;13,53;SR2;0;16,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_postales;16,81;0;0;21,94;0;0;20,24;0;0;16,9;0;0;18,38;0;0;27,19;0;0;17,22;0;26,45;0;0;37,21;18,28;0;0;21,12;0;0;0;0;23,22;19,68;0;0;0;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;12,39;3;0;1,18;1;0;14,21;6;0;2,82;1;0;9,56;1;SAE1;0;12,81;SV1;0;5,79;SAE2;0;16,07;Eliminado;-;-;SE3;0;12,01;SR1;0;9,63;SE1;0;13,53;SR2;0;16,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;16,9;0;0;21,94;0;0;20,24;0,85;3,79;20,69;0;0;18,38;0;0;27,19;0;0;17,22;0;26,45;0;0;37,21;18,28;0,61;3,13;21,12;20,03;0;0;0;23,22;19,68;0;0;0;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;12,39;3;0;1,18;1;0;14,21;6;0;2,82;1;0;9,56;1;SAE1;0;12,81;SV1;0;5,79;SAE2;0;16,07;SV2;0;16,9;SE3;0;12,01;SR1;0;9,63;SE1;0;13,53;SR2;0;16,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio1;17,22;0;0;21,94;0;0;20,24;0;0;20,69;0;0;18,38;0;0;27,19;0;0;0;0;26,45;0;0;37,21;18,28;0;0;21,12;20,03;0;0;0;23,22;19,68;0;0;0;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;16,07;4;0;1,18;1;0;14,21;6;0;2,82;1;0;9,56;1;SAE1;0;12,81;SV1;0;5,79;SAE2;0;16,07;SV2;0;16,9;SE3;0;12,01;SR1;0;9,63;Eliminado;-;-;SR2;0;16,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo2;18,28;0;0;21,94;0;0;20,24;0;0;20,69;0;0;18,38;0;0;27,19;0;0;0;0;26,45;0;0;37,21;0;0;0;21,12;20,03;0;0;0;23,22;19,68;0;0;0;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;16,07;4;0;3,09;2;0;14,21;6;0;2,82;1;0;9,56;1;SAE1;0;12,81;SV1;0;5,79;SAE2;0;16,07;SV2;0;16,9;SE3;0;12,01;SR1;0;9,63;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_AE;18,38;0;0;21,94;0;0;20,24;0;0;20,69;0,63;5,96;24,34;0;0;27,19;0;0;0;0;26,45;0;0;37,21;0;0;0;21,12;20,03;0;0;0;23,22;19,68;0;0;0;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Libre;0;16,07;4;0;3,09;2;0;14,21;6;0;2,82;1;0;9,56;1;SAE1;0;12,81;SV1;0;5,79;SAE2;0;16,07;SV2;0;16,9;SE3;0;12,01;SR1;0;9,63;EAE1;18,38;0;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_AE2;19,68;0;0;21,94;0;0;20,24;0;0;20,69;0;0;24,34;0;0;27,19;0;0;0;0;26,45;0;0;37,21;0;0;0;21,12;20,03;0;0;0;23,22;0;0;0;0;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Libre;0;Libre;0;16,07;4;0;3,09;2;0;14,21;6;0;6,42;2;0;9,56;1;SAE1;0;12,81;SV1;0;5,79;Eliminado;-;-;SV2;0;16,9;SE3;0;12,01;SR1;0;9,63;EAE1;18,38;0;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;20,03;0;0;21,94;0;0;20,24;0;0;20,69;0;0;24,34;0;0;27,19;0;0;0;0;26,45;0;0;37,21;0;0;0;21,12;0;0;0;0;23,22;0;0;0;0;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;1;Ocupado;0;Libre;0;Libre;0;16,07;4;0;3,09;2;0;17,33;7;0;6,42;2;0;9,56;1;SAE1;0;12,81;SV1;0;5,79;Eliminado;-;-;Eliminado;-;-;SE3;0;12,01;SR1;0;9,63;EAE1;18,38;0;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;20,24;0;0;21,94;0,28;1,31;21,55;0;0;20,69;0;0;24,34;0;0;27,19;0;0;0;0;26,45;0,53;6,47;37,21;26,71;0;0;21,12;0;0;0;0;23,22;0;0;0;0;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;1;Ocupado;0;Libre;0;Libre;0;16,07;4;0;3,09;2;0;17,33;7;0;6,42;2;0;9,56;1;SAE1;0;12,81;SV1;0;5,79;SR2;0;20,24;Eliminado;-;-;SE3;0;12,01;SR1;0;9,63;EAE1;18,38;0;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;20,69;0;0;21,94;0;0;21,55;0,65;2,09;22,78;0;0;24,34;0;0;27,19;0;0;0;0;26,45;0;0;37,21;26,71;0,23;0,87;21,12;21,56;0;0;0;23,22;0;0;0;0;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Libre;0;Libre;0;16,07;4;0;3,09;2;0;17,33;7;0;6,42;2;0;9,56;1;SAE1;0;12,81;SV1;0;5,79;SR2;0;20,24;SV2;0;20,69;SE3;0;12,01;SR1;0;9,63;EAE1;18,38;0;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;21,12;0;0;21,94;0;0;21,55;0;0;22,78;0;0;24,34;0;0;27,19;0;0;0;0;26,45;0;0;37,21;26,71;0;0;0;21,56;0;0;0;23,22;0;0;0;0;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;Libre;0;Libre;0;16,07;4;0;3,09;2;0;32,66;8;0;6,42;2;0;9,56;1;SAE1;0;12,81;Eliminado;-;-;SR2;0;20,24;SV2;0;20,69;SE3;0;12,01;SR1;0;9,63;EAE1;18,38;0;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;21,55;0;0;21,94;0,04;0,16;21,71;0;0;22,78;0;0;24,34;0;0;27,19;0;0;0;0;26,45;0;0;37,21;26,71;0;0;0;21,56;0;0;0;23,22;0;0;0;0;0;Libre;0;Libre;0;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;Libre;0;Libre;0;16,07;4;0;3,09;2;0;32,66;8;0;6,42;2;0;9,56;1;SAE1;0;12,81;ER1;21,55;0;SR2;0;20,24;SV2;0;20,69;SE3;0;12,01;SR1;0;9,63;EAE1;18,38;0;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;21,56;0;0;21,94;0;0;21,71;0;0;22,78;0;0;24,34;0;0;27,19;0;0;0;0;26,45;0;0;37,21;26,71;0;0;0;0;0;0;0;23,22;0;0;0;0;0;Libre;0;Libre;0;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;1;Ocupado;0;Libre;0;Libre;0;16,07;4;0;3,09;2;0;33,53;9;0;6,42;2;0;9,56;1;SAE1;0;12,81;ER1;21,55;0;SR2;0;20,24;Eliminado;-;-;SE3;0;12,01;SR1;0;9,63;EAE1;18,38;0;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;21,71;0;0;21,94;0,21;0,94;22,65;0;0;22,78;0;0;24,34;0;0;27,19;0;0;0;0;26,45;0;0;37,21;26,71;0;0;0;0;0;0;0;23,22;0;0;0;0;0;Libre;0;Libre;0;Ocupado;1;Ocupado;1;Ocupado;0;Libre;0;Libre;0;Libre;1;Ocupado;0;Libre;0;Libre;0;16,07;4;0;3,09;2;0;33,53;9;0;6,42;2;0;9,56;1;SAE1;0;12,81;ER1;21,55;0;SR2;0;20,24;ER2;21,71;0;SE3;0;12,01;SR1;0;9,63;EAE1;18,38;0;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;21,94;0,9;5,52;27,46;0;0;22,65;0;0;22,78;0;0;24,34;0;0;27,19;0,83;10,63;32,57;0;26,45;0;0;37,21;26,71;0;0;0;0;0;0;0;23,22;0;0;0;0;0;Ocupado;0;Libre;0;Ocupado;1;Ocupado;1;Ocupado;0;Libre;0;Libre;0;Libre;1;Ocupado;0;Libre;0;Libre;0;16,07;4;0;3,09;2;0;33,53;9;0;6,42;2;0;9,56;1;SAE1;0;12,81;ER1;21,55;0;SR2;0;20,24;ER2;21,71;0;SE3;0;12,01;SR1;0;9,63;EAE1;18,38;0;SE1;0;21,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;22,65;0;0;27,46;0,71;4,95;27,6;0;0;22,78;0;0;24,34;0;0;27,19;0;0;32,57;0;26,45;0;0;37,21;26,71;0;0;0;0;0;0;0;23,22;0;0;0;0;0;Ocupado;0;Libre;0;Ocupado;2;Ocupado;1;Ocupado;0;Libre;0;Libre;0;Libre;1;Ocupado;0;Libre;0;Libre;0;16,07;4;0;3,09;2;0;33,53;9;0;6,42;2;0;9,56;1;SAE1;0;12,81;ER1;21,55;0;SR2;0;20,24;ER2;21,71;0;SE3;0;12,01;SR1;0;9,63;EAE1;18,38;0;SE1;0;21,94;ER1;22,65;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;22,78;0;0;27,46;0;0;27,6;0,38;0,95;23,73;0;0;24,34;0;0;27,19;0;0;32,57;0;26,45;0;0;37,21;26,71;0,62;3,22;26;0;0;0;0;23,22;0;0;0;0;0;Ocupado;0;Libre;0;Ocupado;2;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Libre;1;Ocupado;0;Libre;0;Libre;0;16,07;4;0;3,09;2;0;33,53;9;0;6,42;2;0;9,56;1;SAE1;0;12,81;ER1;21,55;0;SR2;0;20,24;ER2;21,71;0;SE3;0;12,01;SR1;0;9,63;EAE1;18,38;0;SE1;0;21,94;ER1;22,65;0;SV1;0;22,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_AE1;23,22;0;0;27,46;0;0;27,6;0;0;23,73;0;0;24,34;0;0;27,19;0;0;32,57;0;26,45;0;0;37,21;26,71;0;0;26;0;0;0,65;12,59;35,81;0;0;0;0;0;Ocupado;0;Libre;0;Ocupado;2;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;0;16,07;4;0;3,09;2;0;33,53;9;4,84;16,82;3;0;9,56;1;Eliminado;-;-;ER1;21,55;0;SR2;0;20,24;ER2;21,71;0;SE3;0;12,01;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV1;0;22,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;23,73;0;0;27,46;0;0;27,6;0,83;3,54;27,27;0;0;24,34;0;0;27,19;0;0;32,57;0;26,45;0;0;37,21;26,71;0,21;0,78;26;24,51;0;0;0;35,81;0;0;0;0;0;Ocupado;0;Libre;0;Ocupado;2;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;16,07;4;0;3,09;2;0;33,53;9;4,84;16,82;3;0;9,56;1;SV2;0;23,73;ER1;21,55;0;SR2;0;20,24;ER2;21,71;0;SE3;0;12,01;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV1;0;22,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_AE;24,34;0;0;27,46;0;0;27,6;0;0;27,27;0,57;5,06;29,4;0;0;27,19;0;0;32,57;0;26,45;0;0;37,21;26,71;0;0;26;24,51;0;0,71;14,85;35,81;39,19;0;0;0;0;Ocupado;0;Libre;0;Ocupado;2;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;16,07;4;0;3,09;2;0;33,53;9;4,84;16,82;3;0;9,56;1;SV2;0;23,73;ER1;21,55;0;SR2;0;20,24;ER2;21,71;0;SE3;0;12,01;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV1;0;22,78;SAE2;0;24,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;24,51;0;0;27,46;0;0;27,6;0;0;27,27;0;0;29,4;0;0;27,19;0;0;32,57;0;26,45;0;0;37,21;26,71;0;0;26;0;0;0;0;35,81;39,19;0;0;0;0;Ocupado;0;Libre;0;Ocupado;2;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;16,07;4;0;3,09;2;0;34,31;10;4,84;16,82;3;0;9,56;1;Eliminado;-;-;ER1;21,55;0;SR2;0;20,24;ER2;21,71;0;SE3;0;12,01;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV1;0;22,78;SAE2;0;24,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;26;0;0;27,46;0;0;27,6;0;0;27,27;0;0;29,4;0;0;27,19;0;0;32,57;0;26,45;0;0;37,21;26,71;0;0;0;0;0;0;0;35,81;39,19;0;0;0;0;Ocupado;0;Libre;0;Ocupado;2;Ocupado;1;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;16,07;4;0;3,09;2;0;37,52;11;4,84;16,82;3;0;9,56;1;Eliminado;-;-;ER1;21,55;0;SR2;0;20,24;ER2;21,71;0;SE3;0;12,01;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;Eliminado;-;-;SAE2;0;24,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio3;26,45;0;0;27,46;0;0;27,6;0;0;27,27;0;0;29,4;0;0;27,19;0;0;32,57;0;0;0;0;37,21;26,71;0;0;0;0;0;0;0;35,81;39,19;0;0;0;0;Ocupado;0;Libre;0;Libre;2;Ocupado;1;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;30,51;5;0;3,09;2;0;37,52;11;4,84;16,82;3;0;9,56;1;Eliminado;-;-;ER1;21,55;0;SR2;0;20,24;ER2;21,71;0;Eliminado;-;-;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;Eliminado;-;-;SAE2;0;24,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
